date,kedalaman,magnitudo,kelas
2021-09-18,68.84,4.6,dangkal
2021-09-18,35.71,4.3,dangkal
2021-09-18,206.91,4.3,menengah
2021-09-18,10,4.6,dangkal
2021-09-18,32.3,4.2,dangkal
2021-09-18,37.17,4.4,dangkal
2021-09-18,10,4.9,dangkal
2021-09-17,49.16,4.1,dangkal
2021-09-17,10,4.2,dangkal
2021-09-16,10,4.2,dangkal
2021-09-16,10,4.4,dangkal
2021-09-16,10,4.6,dangkal
2021-09-16,10,4.2,dangkal
2021-09-16,10,4.4,dangkal
2021-09-16,10,4.8,dangkal
2021-09-16,106.89,4.5,menengah
2021-09-16,35,4.2,dangkal
2021-09-16,103.48,4.2,menengah
2021-09-15,200.6,4.1,menengah
2021-09-15,54.64,4.7,dangkal
2021-09-15,46.37,5.1,dangkal
2021-09-14,10,4.6,dangkal
2021-09-14,10,4.6,dangkal
2021-09-14,22,5.3,dangkal
2021-09-14,56.55,4.1,dangkal
2021-09-13,10,4.6,dangkal
2021-09-12,10,4.7,dangkal
2021-09-12,152.87,4.6,menengah
2021-09-12,35,4.3,dangkal
2021-09-12,87.02,5,menengah
2021-09-11,43.05,4.5,dangkal
2021-09-11,52.12,4.1,dangkal
2021-09-11,50.29,4.2,dangkal
2021-09-11,07.06,4.1,dalam
2021-09-10,180.42,4.2,menengah
2021-09-10,44.23,4.4,dangkal
2021-09-10,39.27,4.4,dangkal
2021-09-09,115.58,4.2,menengah
2021-09-09,91.36,4.2,menengah
2021-09-09,35,4.4,dangkal
2021-09-09,10,4.3,dangkal
2021-09-09,16.34,5,dangkal
2021-09-09,155.71,4.1,menengah
2021-09-07,35,4.8,dangkal
2021-09-07,125.71,4.6,menengah
2021-09-07,49.84,4.4,dangkal
2021-09-07,71.7,4.6,menengah
2021-09-06,39.56,4.7,dangkal
2021-09-06,10,4.6,dangkal
2021-09-05,10,4.5,dangkal
2021-09-05,35,4.7,dangkal
2021-09-05,35,4.9,dangkal
2021-09-04,61.31,4.7,dangkal
2021-09-04,50.95,4.9,dangkal
2021-09-04,10,4.8,dangkal
2021-09-03,46.66,4.3,dangkal
2021-09-03,89.62,4.4,menengah
2021-09-03,113.55,4,menengah
2021-09-02,51.35,4.6,dangkal
2021-09-02,122.49,4,menengah
2021-09-02,182.94,4.7,menengah
2021-09-02,134.99,4.2,menengah
2021-09-01,44.83,4.1,dangkal
2021-09-01,100.58,4.2,menengah
2021-09-01,88.14,4.6,menengah
2021-09-01,10,4.3,dangkal
2021-08-31,342.62,4.2,dalam
2021-08-31,462.07,4,dalam
2021-08-30,68.01,4.5,dangkal
2021-08-30,10,4.3,dangkal
2021-08-30,208.59,4.3,menengah
2021-08-30,21.21,4.5,dangkal
2021-08-29,127.37,4.2,menengah
2021-08-29,88.18,4.2,menengah
2021-08-29,164.65,4.5,menengah
2021-08-29,6.55,4.3,dangkal
2021-08-29,43.49,4,dangkal
2021-08-29,60.25,4.3,dangkal
2021-08-28,14.4,4.9,dangkal
2021-08-28,30,5.6,dangkal
2021-08-28,69.34,4.6,dangkal
2021-08-27,10,4.5,dangkal
2021-08-27,117.99,4.1,menengah
2021-08-27,385.16,4.2,dalam
2021-08-27,57.36,4.6,dangkal
2021-08-27,155.35,4.5,menengah
2021-08-26,28.93,4.9,dangkal
2021-08-26,10,4.4,dangkal
2021-08-26,10,4.5,dangkal
2021-08-26,8,5.7,dangkal
2021-08-25,10,4,dangkal
2021-08-25,35,4.2,dangkal
2021-08-25,10,4.7,dangkal
2021-08-25,113.28,4.5,menengah
2021-08-24,10,4.8,dangkal
2021-08-24,123.37,4.3,menengah
2021-08-24,53.56,4.3,dangkal
2021-08-24,71.23,4.4,menengah
2021-08-23,80.87,4.7,menengah
2021-08-23,322.71,4,dalam
2021-08-23,35,4.4,dangkal
2021-08-22,10,4.4,dangkal
2021-08-22,38.3,4.5,dangkal
2021-08-22,57.11,4.5,dangkal
2021-08-21,10,4.1,dangkal
2021-08-21,25.03,4.4,dangkal
2021-08-21,43.53,4.8,dangkal
2021-08-20,171.99,4.1,menengah
2021-08-20,251.21,4.2,menengah
2021-08-20,10,4.4,dangkal
2021-08-20,10,4.5,dangkal
2021-08-19,119.87,4.1,menengah
2021-08-19,476.8,4.2,dalam
2021-08-19,30.83,4.6,dangkal
2021-08-18,10,4.3,dangkal
2021-08-18,50.49,4.5,dangkal
2021-08-17,10,4.3,dangkal
2021-08-17,10,4.4,dangkal
2021-08-17,35,4.6,dangkal
2021-08-16,14.99,4.5,dangkal
2021-08-16,55.97,4.5,dangkal
2021-08-16,10,4.3,dangkal
2021-08-15,44.66,4.5,dangkal
2021-08-15,67,4.4,dangkal
2021-08-14,131.66,4.4,menengah
2021-08-14,218.03,4,menengah
2021-08-14,61.49,4.9,dangkal
2021-08-13,30.95,4.2,dangkal
2021-08-13,56.96,4.5,dangkal
2021-08-13,35,4,dangkal
2021-08-13,565.9,4.1,dalam
2021-08-12,96.3,5.1,menengah
2021-08-12,10,4.4,dangkal
2021-08-12,70.26,4.6,menengah
2021-08-12,63.17,4.7,dangkal
2021-08-12,153.48,4.4,menengah
2021-08-11,10,4.8,dangkal
2021-08-10,10,4.2,dangkal
2021-08-10,10,4.4,dangkal
2021-08-10,38.53,4.2,dangkal
2021-08-10,10,4.5,dangkal
2021-08-10,140.31,4.6,menengah
2021-08-09,131.56,4.3,menengah
2021-08-09,68.19,4.8,dangkal
2021-08-09,10,4.3,dangkal
2021-08-08,120.31,4.6,menengah
2021-08-08,42.54,4.2,dangkal
2021-08-08,52.79,4.5,dangkal
2021-08-07,10,4.3,dangkal
2021-08-07,257.94,4.2,menengah
2021-08-07,47.67,4.5,dangkal
2021-08-07,49.28,4.6,dangkal
2021-08-07,33.74,4.4,dangkal
2021-08-06,56.03,4.5,dangkal
2021-08-06,56.94,4.5,dangkal
2021-08-06,82.36,4.2,menengah
2021-08-06,10,4.2,dangkal
2021-08-06,54.99,5.2,dangkal
2021-08-06,61.9,4,dangkal
2021-08-05,27.43,4.1,dangkal
2021-08-05,158.02,4.3,menengah
2021-08-05,540.83,5.4,dalam
2021-08-04,10,4.3,dangkal
2021-08-04,22.93,4.4,dangkal
2021-08-04,10,4.2,dangkal
2021-08-04,167.15,4.4,menengah
2021-08-04,126.81,4.2,menengah
2021-08-04,47.42,4.2,dangkal
2021-08-04,58.09,4.5,dangkal
2021-08-04,10,4.4,dangkal
2021-08-03,10,4.4,dangkal
2021-08-03,82.02,5,menengah
2021-08-03,10,4.4,dangkal
2021-08-03,60.71,4.2,dangkal
2021-08-03,10,4.6,dangkal
2021-08-02,10,5.2,dangkal
2021-08-02,10,4.7,dangkal
2021-08-02,20,5.8,dangkal
2021-08-02,143.61,4,menengah
2021-08-02,10,4.5,dangkal
2021-08-02,38.6,4.6,dangkal
2021-08-02,122.48,5.1,menengah
2021-08-02,10,4,dangkal
2021-08-02,10,4.1,dangkal
2021-08-02,10,6,dangkal
2021-08-02,10,4.5,dangkal
2021-08-02,10,4.8,dangkal
2021-08-02,190.68,4.4,menengah
2021-08-01,107.26,4.1,menengah
2021-08-01,13.42,4.3,dangkal
2021-08-01,354.32,4.4,dalam
2021-08-01,10,4.3,dangkal
2021-07-31,10,4.2,dangkal
2021-07-31,298.9,4.2,menengah
2021-07-31,181.08,4,menengah
2021-07-30,45.51,4.2,dangkal
2021-07-30,114.57,4.8,menengah
2021-07-30,105.57,4.3,menengah
2021-07-30,68.06,4.3,dangkal
2021-07-30,50.58,4.2,dangkal
2021-07-30,238.47,4.2,menengah
2021-07-29,65.06,4.3,dangkal
2021-07-28,51.69,4.5,dangkal
2021-07-28,53.93,4.4,dangkal
2021-07-28,10,4.4,dangkal
2021-07-27,10,4.5,dangkal
2021-07-27,49.62,4.9,dangkal
2021-07-26,10,4.2,dangkal
2021-07-26,10,4.7,dangkal
2021-07-26,10,4.3,dangkal
2021-07-26,10,4.3,dangkal
2021-07-26,11,6.3,dangkal
2021-07-26,9.75,5.8,dangkal
2021-07-25,531.97,4.2,dalam
2021-07-25,27.78,4.5,dangkal
2021-07-25,42.64,4.3,dangkal
2021-07-25,85.71,4.4,menengah
2021-07-25,138.49,4.1,menengah
2021-07-24,17.69,4.4,dangkal
2021-07-24,54.75,5.3,dangkal
2021-07-24,91.73,4.4,menengah
2021-07-23,10,4.4,dangkal
2021-07-22,78.02,4.5,menengah
2021-07-22,90.5,4.2,menengah
2021-07-22,35,4.5,dangkal
2021-07-21,12.77,5.2,dangkal
2021-07-21,140.51,4,menengah
2021-07-21,39.28,4.3,dangkal
2021-07-21,10,4.3,dangkal
2021-07-21,46.91,4.5,dangkal
2021-07-21,117.69,4.6,menengah
2021-07-21,74.35,4.4,menengah
2021-07-20,59.88,4.3,dangkal
2021-07-20,123.54,4.1,menengah
2021-07-20,10,4.4,dangkal
2021-07-19,129.64,4.5,menengah
2021-07-19,50.15,4.6,dangkal
2021-07-19,159.24,5.3,menengah
2021-07-18,51.54,4.4,dangkal
2021-07-18,10,4.4,dangkal
2021-07-18,531.46,4.3,dalam
2021-07-18,105.07,4.8,menengah
2021-07-18,46.18,4.9,dangkal
2021-07-18,47.66,4.1,dangkal
2021-07-17,120.62,4.5,menengah
2021-07-17,58.94,4.4,dangkal
2021-07-17,25.32,4.4,dangkal
2021-07-17,35,4.1,dangkal
2021-07-16,194.85,4.4,menengah
2021-07-16,10,4.3,dangkal
2021-07-16,10,4.5,dangkal
2021-07-16,121.09,4.1,menengah
2021-07-15,26.64,4.3,dangkal
2021-07-15,40.43,4.3,dangkal
2021-07-15,58.03,4.5,dangkal
2021-07-15,28.06,4.3,dangkal
2021-07-15,150.5,4.6,menengah
2021-07-14,10,4.9,dangkal
2021-07-14,140.46,4.2,menengah
2021-07-14,31.28,4.5,dangkal
2021-07-13,22.85,4.5,dangkal
2021-07-13,233.71,4.1,menengah
2021-07-13,97.61,4.8,menengah
2021-07-13,115.95,4.2,menengah
2021-07-13,85.59,4.8,menengah
2021-07-13,28.19,4.2,dangkal
2021-07-13,10,4.3,dangkal
2021-07-12,42.36,4.7,dangkal
2021-07-12,101.51,4.3,menengah
2021-07-12,140.52,4.7,menengah
2021-07-12,66.61,4.7,dangkal
2021-07-11,55.15,4.5,dangkal
2021-07-11,129.92,4.6,menengah
2021-07-11,47.5,4.1,dangkal
2021-07-10,420.17,4.4,dalam
2021-07-10,3.44,4,dangkal
2021-07-10,252.62,4.5,menengah
2021-07-10,55.94,4.8,dangkal
2021-07-10,10,4,dangkal
2021-07-10,10,4.4,dangkal
2021-07-10,10,4.4,dangkal
2021-07-10,38.97,4.1,dangkal
2021-07-10,63.88,4.6,dangkal
2021-07-10,66.25,4,dangkal
2021-07-10,27.24,4.4,dangkal
2021-07-10,17.35,5.4,dangkal
2021-07-10,69.12,4.6,dangkal
2021-07-10,77.12,4.6,menengah
2021-07-10,64.68,4.5,dangkal
2021-07-10,63.25,4.4,dangkal
2021-07-10,68.76,4.2,dangkal
2021-07-10,34,4.2,dangkal
2021-07-10,51.27,5,dangkal
2021-07-10,42.57,5.5,dangkal
2021-07-10,44.33,6.1,dangkal
2021-07-09,10,4.4,dangkal
2021-07-09,35,4.3,dangkal
2021-07-09,119.63,5.6,menengah
2021-07-09,10,4.6,dangkal
2021-07-09,41.99,4.2,dangkal
2021-07-09,10,4.3,dangkal
2021-07-09,140.64,4.3,menengah
2021-07-08,513.53,4.1,dalam
2021-07-08,24.14,4.3,dangkal
2021-07-08,61.07,4.4,dangkal
2021-07-08,137.93,4,menengah
2021-07-08,58.57,4,dangkal
2021-07-07,53.37,4.2,dangkal
2021-07-07,127.54,4.2,menengah
2021-07-07,116.7,5.1,menengah
2021-07-07,14.05,4.3,dangkal
2021-07-07,40.75,4.4,dangkal
2021-07-07,82.2,4.9,menengah
2021-07-06,10,4.5,dangkal
2021-07-06,16.63,4,dangkal
2021-07-05,34.39,4.5,dangkal
2021-07-05,31.32,4.3,dangkal
2021-07-05,33.78,4.3,dangkal
2021-07-05,44.23,4.1,dangkal
2021-07-04,223.26,4.3,menengah
2021-07-04,39.5,4.4,dangkal
2021-07-04,35,4.3,dangkal
2021-07-04,10,5,dangkal
2021-07-03,632.66,4.1,dalam
2021-07-03,56.1,5.1,dangkal
2021-07-02,118.63,4.3,menengah
2021-07-02,155.59,4.3,menengah
2021-07-02,75.79,4.2,menengah
2021-07-02,29.37,4.1,dangkal
2021-07-01,78.48,4.3,menengah
2021-07-01,55.05,4.4,dangkal
2021-07-01,38.26,4.5,dangkal
2021-07-01,36.38,4.5,dangkal
2021-07-01,137,4.3,menengah
2021-07-01,25.14,4.5,dangkal
2021-07-01,88.53,4.5,menengah
2021-07-01,37.72,4.6,dangkal
2021-07-01,40.82,4.6,dangkal
2021-06-30,10,4.3,dangkal
2021-06-30,35,4.1,dangkal
2021-06-29,259.29,4.6,menengah
2021-06-29,10,4.5,dangkal
2021-06-29,35,4.6,dangkal
2021-06-29,35,4.4,dangkal
2021-06-29,35,4.7,dangkal
2021-06-29,35,4.6,dangkal
2021-06-29,34.28,4.3,dangkal
2021-06-29,10,4.6,dangkal
2021-06-28,35,4.1,dangkal
2021-06-28,57.43,4.2,dangkal
2021-06-28,57.36,4.2,dangkal
2021-06-28,28.19,4.4,dangkal
2021-06-28,10,5,dangkal
2021-06-27,35,4.4,dangkal
2021-06-27,76.06,4.6,menengah
2021-06-27,85.47,5.1,menengah
2021-06-27,263.88,4,menengah
2021-06-27,119.81,4.7,menengah
2021-06-27,3.67,4.4,dangkal
2021-06-27,49.5,4.3,dangkal
2021-06-27,40.3,5.1,dangkal
2021-06-27,56.42,4.1,dangkal
2021-06-26,10,4.3,dangkal
2021-06-25,171.93,4.5,menengah
2021-06-25,175.17,4.2,menengah
2021-06-25,35,4.3,dangkal
2021-06-25,35,4.4,dangkal
2021-06-24,08.06,4.9,dalam
2021-06-24,337,5.7,dalam
2021-06-23,230.42,4.1,menengah
2021-06-23,25.1,4.3,dangkal
2021-06-23,192.28,4,menengah
2021-06-23,395.05,4.5,dalam
2021-06-23,82.35,4.3,menengah
2021-06-22,163.99,4.2,menengah
2021-06-22,10,4.9,dangkal
2021-06-22,143.22,4.1,menengah
2021-06-22,33.52,4.2,dangkal
2021-06-21,10,4.7,dangkal
2021-06-21,10,4.3,dangkal
2021-06-21,56.07,4.4,dangkal
2021-06-21,49.2,4.5,dangkal
2021-06-21,49.67,4.7,dangkal
2021-06-21,76.13,4.6,menengah
2021-06-21,224.06,4.4,menengah
2021-06-21,75.42,4.6,menengah
2021-06-21,69.79,4.6,dangkal
2021-06-21,10,4.5,dangkal
2021-06-20,10,4.6,dangkal
2021-06-20,26.95,4.3,dangkal
2021-06-20,47.63,4.6,dangkal
2021-06-20,10,4.1,dangkal
2021-06-19,56.2,5.2,dangkal
2021-06-19,43.63,4.8,dangkal
2021-06-19,26.02,4.3,dangkal
2021-06-18,57.03,4.3,dangkal
2021-06-18,35,4.1,dangkal
2021-06-18,29.48,4.6,dangkal
2021-06-18,103.55,4.1,menengah
2021-06-18,14.08,4.4,dangkal
2021-06-17,74.59,4.6,menengah
2021-06-17,10,4.2,dangkal
2021-06-17,51.36,4.1,dangkal
2021-06-16,77.22,4.1,menengah
2021-06-16,66.36,4.2,dangkal
2021-06-16,7,5.9,dangkal
2021-06-15,10,4.2,dangkal
2021-06-15,61.49,5.2,dangkal
2021-06-15,63.38,4,dangkal
2021-06-15,10,4.7,dangkal
2021-06-15,60,4.4,dangkal
2021-06-15,10,4.7,dangkal
2021-06-15,153.76,4.2,menengah
2021-06-14,10,4.3,dangkal
2021-06-14,24.51,4.8,dangkal
2021-06-14,77.17,4.2,menengah
2021-06-14,10,4.3,dangkal
2021-06-14,10,4.5,dangkal
2021-06-14,240.02,4.5,menengah
2021-06-13,405.4,4.2,dalam
2021-06-13,10,4.2,dangkal
2021-06-13,26.17,4.3,dangkal
2021-06-13,207.89,5,menengah
2021-06-12,71.56,4.3,menengah
2021-06-12,10,5,dangkal
2021-06-12,10,4.5,dangkal
2021-06-12,10,4.5,dangkal
2021-06-11,184.35,4.4,menengah
2021-06-11,10,4.7,dangkal
2021-06-11,49.18,4.9,dangkal
2021-06-11,10,4.4,dangkal
2021-06-11,60.14,5.6,dangkal
2021-06-10,172.22,4.1,menengah
2021-06-10,59.31,5.1,dangkal
2021-06-10,77.62,4.5,menengah
2021-06-10,10,4.1,dangkal
2021-06-09,35,4.5,dangkal
2021-06-09,18.99,4.3,dangkal
2021-06-09,29.94,4.4,dangkal
2021-06-09,63.04,4.4,dangkal
2021-06-08,10,4.1,dangkal
2021-06-08,10,4.4,dangkal
2021-06-08,10,4.5,dangkal
2021-06-08,10,4.5,dangkal
2021-06-08,10,4.5,dangkal
2021-06-08,10,4.3,dangkal
2021-06-08,24.05,4.5,dangkal
2021-06-08,10,4.5,dangkal
2021-06-08,121.37,4.1,menengah
2021-06-08,49.36,4.4,dangkal
2021-06-08,58.46,4.8,dangkal
2021-06-08,196.83,5.3,menengah
2021-06-07,246.45,4.3,menengah
2021-06-07,116.36,4.1,menengah
2021-06-07,10,4.4,dangkal
2021-06-07,35,4.2,dangkal
2021-06-07,10,5.1,dangkal
2021-06-07,182.92,4.4,menengah
2021-06-07,10,4.2,dangkal
2021-06-07,175.23,4.3,menengah
2021-06-06,35,4.6,dangkal
2021-06-06,10,4.3,dangkal
2021-06-06,10,4.5,dangkal
2021-06-06,47.04,5.2,dangkal
2021-06-06,10,4.6,dangkal
2021-06-06,10,4.6,dangkal
2021-06-05,10,4.5,dangkal
2021-06-05,10,4.6,dangkal
2021-06-05,16.26,5.3,dangkal
2021-06-05,10,4.3,dangkal
2021-06-05,10,4.8,dangkal
2021-06-05,65.51,4.6,dangkal
2021-06-05,55.59,4.1,dangkal
2021-06-05,10,4.5,dangkal
2021-06-05,10,4.7,dangkal
2021-06-05,10,4.4,dangkal
2021-06-05,10,4.4,dangkal
2021-06-05,10,4.5,dangkal
2021-06-04,10,4.1,dangkal
2021-06-04,10,5,dangkal
2021-06-04,10,4.9,dangkal
2021-06-04,10,4.8,dangkal
2021-06-04,10,4.3,dangkal
2021-06-04,10,4.4,dangkal
2021-06-04,39.78,4.6,dangkal
2021-06-04,130.94,4.2,menengah
2021-06-04,10,4.6,dangkal
2021-06-04,44.06,4.3,dangkal
2021-06-04,10,4.7,dangkal
2021-06-03,37.98,4.4,dangkal
2021-06-03,220.57,4.1,menengah
2021-06-03,42.76,4.1,dangkal
2021-06-03,58.9,4.4,dangkal
2021-06-03,40.33,4.7,dangkal
2021-06-03,42.74,4.6,dangkal
2021-06-03,41.16,4.3,dangkal
2021-06-03,47.64,4.8,dangkal
2021-06-03,40.33,4.5,dangkal
2021-06-03,45.49,4.5,dangkal
2021-06-03,32.93,4.6,dangkal
2021-06-03,31.45,4.4,dangkal
2021-06-03,41.23,4.7,dangkal
2021-06-03,44.82,4.6,dangkal
2021-06-03,35,5.1,dangkal
2021-06-03,51.35,4.8,dangkal
2021-06-03,35,4.9,dangkal
2021-06-03,26,6.2,dangkal
2021-06-03,211.17,4.2,menengah
2021-06-03,49.15,4.8,dangkal
2021-06-02,79.6,4.5,menengah
2021-06-02,121.93,4.5,menengah
2021-06-02,35.29,4.5,dangkal
2021-06-01,53.48,4.3,dangkal
2021-06-01,191.14,4.3,menengah
2021-06-01,10,4.4,dangkal
2021-06-01,80.89,4.2,menengah
2021-06-01,10,4.2,dangkal
2021-05-31,31.56,4.4,dangkal
2021-05-31,52.06,4.4,dangkal
2021-05-31,30.77,4.4,dangkal
2021-05-31,83.43,4,menengah
2021-05-31,37.2,4.4,dangkal
2021-05-31,44.3,4.8,dangkal
2021-05-31,24.82,4.5,dangkal
2021-05-31,102.33,4.6,menengah
2021-05-31,225.34,4.5,menengah
2021-05-29,10,4.4,dangkal
2021-05-29,10,4.1,dangkal
2021-05-29,131.61,4.3,menengah
2021-05-29,26.6,4.1,dangkal
2021-05-29,17.42,5.1,dangkal
2021-05-28,10,4.5,dangkal
2021-05-28,14.92,4.2,dangkal
2021-05-28,111.5,4.2,menengah
2021-05-28,109.84,4.2,menengah
2021-05-28,21.98,4.5,dangkal
2021-05-28,133.9,4.3,menengah
2021-05-28,34.32,4.2,dangkal
2021-05-28,10,4.7,dangkal
2021-05-27,10,4.4,dangkal
2021-05-26,10,4.1,dangkal
2021-05-26,142.56,4.3,menengah
2021-05-26,35,4.3,dangkal
2021-05-26,137.24,4.4,menengah
2021-05-26,53.53,4.3,dangkal
2021-05-25,75.81,4.1,menengah
2021-05-25,41.58,5.1,dangkal
2021-05-25,234.64,4.5,menengah
2021-05-24,84.57,4.4,menengah
2021-05-24,109.08,4.1,menengah
2021-05-24,51.36,4.6,dangkal
2021-05-24,55.46,4.3,dangkal
2021-05-24,57.33,4.8,dangkal
2021-05-24,53.13,4.3,dangkal
2021-05-23,49.73,4.5,dangkal
2021-05-23,10,4.7,dangkal
2021-05-23,10,4.7,dangkal
2021-05-23,15.95,5.2,dangkal
2021-05-23,10,5.1,dangkal
2021-05-22,139.53,4.5,menengah
2021-05-22,67.12,4.3,dangkal
2021-05-22,10,5,dangkal
2021-05-22,125.1,4.2,menengah
2021-05-22,131.96,4,menengah
2021-05-21,33.2,4.8,dangkal
2021-05-21,106,5.8,menengah
2021-05-20,10.54,4.6,dangkal
2021-05-20,92.22,4.8,menengah
2021-05-20,10,4.3,dangkal
2021-05-19,50.14,4.3,dangkal
2021-05-19,50.89,4.3,dangkal
2021-05-19,47.66,4.2,dangkal
2021-05-19,16.08,4,dangkal
2021-05-19,218.53,4,menengah
2021-05-19,10,4.2,dangkal
2021-05-18,10,4.4,dangkal
2021-05-18,50.23,4.2,dangkal
2021-05-18,45.86,4.4,dangkal
2021-05-18,10,5,dangkal
2021-05-17,233.2,4.2,menengah
2021-05-17,88.74,4.1,menengah
2021-05-17,10,4.8,dangkal
2021-05-17,35,4.3,dangkal
2021-05-16,10,4.1,dangkal
2021-05-15,10,4.3,dangkal
2021-05-15,10,4.3,dangkal
2021-05-15,28.17,4.2,dangkal
2021-05-15,10,4.4,dangkal
2021-05-15,199.26,4.4,menengah
2021-05-14,10,4.3,dangkal
2021-05-14,10,4.5,dangkal
2021-05-14,10,4.2,dangkal
2021-05-14,10,4.3,dangkal
2021-05-14,10,4.3,dangkal
2021-05-14,10,4.4,dangkal
2021-05-14,10,4.9,dangkal
2021-05-14,81.24,4.6,menengah
2021-05-14,10,4,dangkal
2021-05-14,69.12,4.3,dangkal
2021-05-14,10,4.5,dangkal
2021-05-14,10,4.7,dangkal
2021-05-14,10,4.3,dangkal
2021-05-14,10,4.7,dangkal
2021-05-14,10,4.7,dangkal
2021-05-14,11,6.7,dangkal
2021-05-14,32.62,4,dangkal
2021-05-14,65.51,4.8,dangkal
2021-05-13,113.82,4.2,menengah
2021-05-12,47.56,5.5,dangkal
2021-05-12,45.57,5.2,dangkal
2021-05-11,153.46,4.3,menengah
2021-05-11,27.1,4.9,dangkal
2021-05-11,35,4.4,dangkal
2021-05-10,14.37,4.8,dangkal
2021-05-10,35,4.4,dangkal
2021-05-10,20.32,4.5,dangkal
2021-05-09,35,4.5,dangkal
2021-05-09,123.32,4.3,menengah
2021-05-09,10,4.3,dangkal
2021-05-08,42.26,4.1,dangkal
2021-05-08,132.71,4.1,menengah
2021-05-08,79.19,4.4,menengah
2021-05-08,161.28,4.2,menengah
2021-05-07,36.91,4.3,dangkal
2021-05-07,35,4.3,dangkal
2021-05-07,183.37,4.2,menengah
2021-05-07,10,4.4,dangkal
2021-05-07,10,4.6,dangkal
2021-05-06,10,4,dangkal
2021-05-06,10.82,4.1,dangkal
2021-05-06,66.62,4.3,dangkal
2021-05-06,77.39,4.2,menengah
2021-05-06,28.37,4.5,dangkal
2021-05-05,10,4.3,dangkal
2021-05-05,102.1,4.1,menengah
2021-05-05,10,4,dangkal
2021-05-05,112.76,5,menengah
2021-05-05,73.82,4.3,menengah
2021-05-05,30,5.7,dangkal
2021-05-04,148.16,5.2,menengah
2021-05-04,43.58,4.5,dangkal
2021-05-04,92.16,4.2,menengah
2021-05-04,72.19,4.5,menengah
2021-05-04,37.52,4.5,dangkal
2021-05-03,169.66,4.2,menengah
2021-05-03,50.31,4.6,dangkal
2021-05-02,10,4.9,dangkal
2021-05-02,35,4.9,dangkal
2021-05-02,21,5.5,dangkal
2021-05-02,50.03,4.6,dangkal
2021-05-02,35,4.9,dangkal
2021-05-02,10,4.4,dangkal
2021-05-02,49.8,4.2,dangkal
2021-05-02,137.96,4.6,menengah
2021-05-01,58.91,4.2,dangkal
2021-05-01,10,4.6,dangkal
2021-05-01,10,4.5,dangkal
2021-05-01,10,4.1,dangkal
2021-04-30,18.97,4.5,dangkal
2021-04-30,35,5,dangkal
2021-04-30,57.51,4.4,dangkal
2021-04-29,10,4.7,dangkal
2021-04-29,67.55,4.6,dangkal
2021-04-29,28.82,4.2,dangkal
2021-04-29,10,4.7,dangkal
2021-04-29,45.14,4.2,dangkal
2021-04-29,45.77,4.9,dangkal
2021-04-28,152.27,4.2,menengah
2021-04-28,36.81,4.1,dangkal
2021-04-28,10,4.2,dangkal
2021-04-28,10,4.7,dangkal
2021-04-28,194.48,4.1,menengah
2021-04-28,57.66,4.6,dangkal
2021-04-27,169.7,4.1,menengah
2021-04-27,56.93,5,dangkal
2021-04-27,137.36,4.5,menengah
2021-04-27,75.27,4.4,menengah
2021-04-26,136.8,4.2,menengah
2021-04-26,29.23,4.2,dangkal
2021-04-26,10,4.4,dangkal
2021-04-25,10,4.9,dangkal
2021-04-25,66.02,4,dangkal
2021-04-25,132.31,4.5,menengah
2021-04-25,10,5,dangkal
2021-04-24,10,4.7,dangkal
2021-04-24,111.42,4.8,menengah
2021-04-23,60.92,4.4,dangkal
2021-04-23,35,4.4,dangkal
2021-04-23,61.3,4,dangkal
2021-04-22,10,4.4,dangkal
2021-04-22,51.81,4.6,dangkal
2021-04-22,189.84,4.5,menengah
2021-04-22,10,4,dangkal
2021-04-22,10,4.6,dangkal
2021-04-21,66.18,4.2,dangkal
2021-04-21,106.17,4.3,menengah
2021-04-20,16.06,4.2,dangkal
2021-04-20,132.52,4.4,menengah
2021-04-20,56.48,4.4,dangkal
2021-04-20,57.66,4.3,dangkal
2021-04-20,376.71,4.1,dalam
2021-04-20,10,4.2,dangkal
2021-04-20,106.42,4.7,menengah
2021-04-19,9,6.1,dangkal
2021-04-19,36.96,4.8,dangkal
2021-04-18,157.01,4.2,menengah
2021-04-18,131.81,4.8,menengah
2021-04-18,142.63,4.5,menengah
2021-04-18,264.09,4.6,menengah
2021-04-18,46.34,4.7,dangkal
2021-04-17,65.62,4.4,dangkal
2021-04-17,10,4.5,dangkal
2021-04-17,45.96,4.1,dangkal
2021-04-17,197.17,4.3,menengah
2021-04-17,99.23,5,menengah
2021-04-16,170.94,4.5,menengah
2021-04-16,156.08,4.4,menengah
2021-04-16,10,4.3,dangkal
2021-04-16,19.31,5.4,dangkal
2021-04-16,15.65,4.1,dangkal
2021-04-15,125.08,4.2,menengah
2021-04-15,19,5.4,dangkal
2021-04-15,223,4.2,menengah
2021-04-14,40.65,4.4,dangkal
2021-04-14,8.99,5.6,dangkal
2021-04-14,113.43,4.3,menengah
2021-04-14,45.72,5,dangkal
2021-04-14,46.5,5.1,dangkal
2021-04-13,50.84,4.4,dangkal
2021-04-13,187.65,4,menengah
2021-04-13,318.16,4.2,dalam
2021-04-13,36.34,5.2,dangkal
2021-04-13,40.52,4.4,dangkal
2021-04-13,112.21,4.1,menengah
2021-04-12,15.96,4.3,dangkal
2021-04-12,231.06,5.1,menengah
2021-04-12,105.48,4.9,menengah
2021-04-11,10,4.5,dangkal
2021-04-11,70.82,5,menengah
2021-04-10,113.16,5.1,menengah
