date,kedalaman,magnitudo,kelas
2021-04-10,542.26,4.4,dalam
2021-04-10,66.43,4,dangkal
2021-04-10,67,6,dangkal
2021-04-09,10,4.1,dangkal
2021-04-09,228.78,4.5,menengah
2021-04-09,10,4.3,dangkal
2021-04-09,55.17,4.2,dangkal
2021-04-08,235.66,4.2,menengah
2021-04-08,66.13,4.4,dangkal
2021-04-08,542.63,5,dalam
2021-04-08,35,4.3,dangkal
2021-04-08,44.75,4.6,dangkal
2021-04-08,72.13,4.6,menengah
2021-04-08,79.58,4.3,menengah
2021-04-07,62.62,4.2,dangkal
2021-04-07,396.99,4,dalam
2021-04-06,73.34,4.6,menengah
2021-04-06,139.15,4.2,menengah
2021-04-06,219.11,4.4,menengah
2021-04-06,67.22,4,dangkal
2021-04-05,138.91,4.1,menengah
2021-04-05,72.76,4.1,menengah
2021-04-04,10,4.3,dangkal
2021-04-04,137.83,4.2,menengah
2021-04-04,56.6,4.6,dangkal
2021-04-03,326,5.9,dalam
2021-04-03,126.03,4.1,menengah
2021-04-03,85.84,4.4,menengah
2021-04-03,126.25,4.3,menengah
2021-04-02,51.84,4.4,dangkal
2021-04-02,146.42,4.2,menengah
2021-04-01,158.68,4.4,menengah
2021-04-01,56.13,4.6,dangkal
2021-04-01,152.74,4.4,menengah
2021-04-01,92.54,4.4,menengah
2021-04-01,10,4.4,dangkal
2021-04-01,74.29,4.7,menengah
2021-03-31,253.08,4.1,menengah
2021-03-31,10,4.2,dangkal
2021-03-31,149.41,4.1,menengah
2021-03-30,25.52,4.9,dangkal
2021-03-30,10,4.2,dangkal
2021-03-30,10,4.1,dangkal
2021-03-30,10,4.2,dangkal
2021-03-30,10,4.4,dangkal
2021-03-29,10,4.2,dangkal
2021-03-29,10,4.4,dangkal
2021-03-29,59.62,5.2,dangkal
2021-03-28,10,4.3,dangkal
2021-03-27,10,4.2,dangkal
2021-03-27,34.25,4.6,dangkal
2021-03-27,128.21,5.2,menengah
2021-03-27,149.07,4.9,menengah
2021-03-27,79.04,4.3,menengah
2021-03-27,111.8,4.5,menengah
2021-03-26,78.41,4.4,menengah
2021-03-26,10,4.7,dangkal
2021-03-26,59.19,4.4,dangkal
2021-03-26,23.68,4.5,dangkal
2021-03-26,10,4.3,dangkal
2021-03-25,10,4.4,dangkal
2021-03-25,11.93,4.3,dangkal
2021-03-25,50.28,4.7,dangkal
2021-03-25,36.6,4.4,dangkal
2021-03-25,10,4.4,dangkal
2021-03-24,569.34,4.9,dalam
2021-03-24,62.77,4.2,dangkal
2021-03-24,33.82,4.4,dangkal
2021-03-24,54.68,4.4,dangkal
2021-03-23,69.69,4.9,dangkal
2021-03-23,138.13,4,menengah
2021-03-23,11.18,4.1,dangkal
2021-03-23,39.68,4.2,dangkal
2021-03-23,35,4.8,dangkal
2021-03-23,35,4.5,dangkal
2021-03-22,219.71,4.4,menengah
2021-03-22,141.87,4.2,menengah
2021-03-22,35,4.3,dangkal
2021-03-22,44.83,4.6,dangkal
2021-03-21,119.57,4.6,menengah
2021-03-21,123,4.1,menengah
2021-03-21,10,4.2,dangkal
2021-03-20,10,4.3,dangkal
2021-03-20,27.09,5.4,dangkal
2021-03-20,464.82,4.4,dalam
2021-03-20,104.6,4.5,menengah
2021-03-20,10,4.3,dangkal
2021-03-19,10,4.7,dangkal
2021-03-19,10,4.6,dangkal
2021-03-19,63.56,4,dangkal
2021-03-18,30,4.2,dangkal
2021-03-18,10,4.6,dangkal
2021-03-18,10,5.2,dangkal
2021-03-17,202.58,4.8,menengah
2021-03-17,93.57,5,menengah
2021-03-17,132.51,4.2,menengah
2021-03-17,141.41,4.2,menengah
2021-03-17,187.62,4.1,menengah
2021-03-17,58.46,4.4,dangkal
2021-03-17,113.26,4.4,menengah
2021-03-17,10,4.5,dangkal
2021-03-16,75.36,4.3,menengah
2021-03-16,72.98,4.3,menengah
2021-03-16,140.42,4.3,menengah
2021-03-16,320.52,4.1,dalam
2021-03-16,193.78,4.4,menengah
2021-03-16,67.55,4.5,dangkal
2021-03-16,301.5,4.2,dalam
2021-03-16,10,4.6,dangkal
2021-03-16,60.33,4.3,dangkal
2021-03-15,79.07,4.1,menengah
2021-03-14,160.59,4.6,menengah
2021-03-14,10,4.5,dangkal
2021-03-13,138.4,4.7,menengah
2021-03-13,120.99,4.4,menengah
2021-03-13,50.44,4.3,dangkal
2021-03-13,161.63,4.1,menengah
2021-03-13,58.8,4.3,dangkal
2021-03-12,35,4.5,dangkal
2021-03-12,10,4,dangkal
2021-03-12,10,4.2,dangkal
2021-03-12,10,5.2,dangkal
2021-03-12,12,5.5,dangkal
2021-03-11,87.85,4.1,menengah
2021-03-11,60.89,4.2,dangkal
2021-03-10,35,4.3,dangkal
2021-03-10,22.47,4.6,dangkal
2021-03-10,310.5,4.1,dalam
2021-03-09,53.31,4.1,dangkal
2021-03-09,112.84,4.6,menengah
2021-03-08,239.53,4.1,menengah
2021-03-08,404.04,4,dalam
2021-03-08,10,5,dangkal
2021-03-08,10,4.5,dangkal
2021-03-07,10,4.7,dangkal
2021-03-07,80.9,4,menengah
2021-03-07,84.1,5.1,menengah
2021-03-06,63.23,4.2,dangkal
2021-03-05,46.08,4.6,dangkal
2021-03-05,10,4.6,dangkal
2021-03-05,59.2,4.4,dangkal
2021-03-05,25,5.6,dangkal
2021-03-05,10,4.1,dangkal
2021-03-05,140.87,4.2,menengah
2021-03-04,10,4.5,dangkal
2021-03-03,145,4.4,menengah
2021-03-03,10,4.7,dangkal
2021-03-03,148.69,4.6,menengah
2021-03-02,115.8,4.7,menengah
2021-03-02,61.93,4.2,dangkal
2021-03-02,10,4.6,dangkal
2021-03-02,10,4.5,dangkal
2021-03-02,35,4.4,dangkal
2021-03-02,10,4.8,dangkal
2021-03-01,10,4.3,dangkal
2021-03-01,74.69,4.7,menengah
2021-03-01,101.74,4.3,menengah
2021-03-01,57.26,4.3,dangkal
2021-02-28,169.67,4.5,menengah
2021-02-28,108.86,4.5,menengah
2021-02-28,10,4.6,dangkal
2021-02-28,35,4.5,dangkal
2021-02-27,20.74,4.4,dangkal
2021-02-27,10,4.3,dangkal
2021-02-27,10,4.3,dangkal
2021-02-27,10,4.3,dangkal
2021-02-27,35,4.3,dangkal
2021-02-27,47.15,4.4,dangkal
2021-02-27,10,4.4,dangkal
2021-02-27,10,4.3,dangkal
2021-02-26,10,4.5,dangkal
2021-02-26,171.72,4.2,menengah
2021-02-26,10,5,dangkal
2021-02-26,10,4.2,dangkal
2021-02-26,165.07,4,menengah
2021-02-25,76.31,4.9,menengah
2021-02-25,86.4,4.3,menengah
2021-02-25,160.82,4.2,menengah
2021-02-24,229.04,4,menengah
2021-02-23,59.17,4.3,dangkal
2021-02-23,65.44,5.1,dangkal
2021-02-23,91.73,4,menengah
2021-02-23,80.22,4.6,menengah
2021-02-23,35,4.2,dangkal
2021-02-23,56.44,4.3,dangkal
2021-02-23,56.77,4.1,dangkal
2021-02-22,25,5.8,dangkal
2021-02-22,136.5,4.9,menengah
2021-02-22,106.12,5,menengah
2021-02-22,50.63,4.6,dangkal
2021-02-22,80.74,5.1,menengah
2021-02-21,123.8,4.2,menengah
2021-02-21,47.83,4.9,dangkal
2021-02-21,10,4.4,dangkal
2021-02-21,126.19,4.5,menengah
2021-02-20,164.3,4.3,menengah
2021-02-20,194.3,4.2,menengah
2021-02-20,10,4.5,dangkal
2021-02-20,163.76,4.2,menengah
2021-02-19,312.78,4.2,dalam
2021-02-19,56.63,4.5,dangkal
2021-02-19,35.16,4.5,dangkal
2021-02-18,150.19,4.2,menengah
2021-02-18,43.3,4.6,dangkal
2021-02-18,143.48,4.3,menengah
2021-02-18,53.24,4.4,dangkal
2021-02-17,35,4.4,dangkal
2021-02-17,10,4.8,dangkal
2021-02-17,138.25,4.3,menengah
2021-02-17,10,4.4,dangkal
2021-02-17,10,4.5,dangkal
2021-02-17,509.51,4.4,dalam
2021-02-16,51.45,4.2,dangkal
2021-02-16,46.02,5.3,dangkal
2021-02-16,148.13,4.1,menengah
2021-02-16,155.6,4.4,menengah
2021-02-16,56.04,4.3,dangkal
2021-02-16,593.84,4.8,dalam
2021-02-16,591.69,5.1,dalam
2021-02-16,44.3,4.4,dangkal
2021-02-16,165.68,4.2,menengah
2021-02-16,44.01,4.8,dangkal
2021-02-16,10,4.5,dangkal
2021-02-15,35,4.1,dangkal
2021-02-15,442.3,4.2,dalam
2021-02-15,68.92,5,dangkal
2021-02-14,10,4.5,dangkal
2021-02-14,10,4.3,dangkal
2021-02-14,49.29,5.1,dangkal
2021-02-14,10,4.4,dangkal
2021-02-13,451.05,4,dalam
2021-02-13,10,4.8,dangkal
2021-02-13,10,4.7,dangkal
2021-02-13,10,4.9,dangkal
2021-02-13,10,4.4,dangkal
2021-02-13,35,5.2,dangkal
2021-02-13,35,5,dangkal
2021-02-13,10,4.4,dangkal
2021-02-13,10,4.3,dangkal
2021-02-12,10,4.6,dangkal
2021-02-12,143.1,4.2,menengah
2021-02-12,59.75,4.5,dangkal
2021-02-12,53.62,4.3,dangkal
2021-02-11,95.16,4.4,menengah
2021-02-11,10,4.9,dangkal
2021-02-11,35,4.9,dangkal
2021-02-10,55.61,4.6,dangkal
2021-02-10,10,6.3,dangkal
2021-02-10,10,5,dangkal
2021-02-10,10,5.2,dangkal
2021-02-10,69,4.3,dangkal
2021-02-10,62.34,4.4,dangkal
2021-02-09,47.37,4.3,dangkal
2021-02-09,38.04,4.4,dangkal
2021-02-09,86.87,4.2,menengah
2021-02-08,71.8,4.2,menengah
2021-02-08,41.73,4.8,dangkal
2021-02-07,10,4.6,dangkal
2021-02-07,65.5,4.5,dangkal
2021-02-07,111.61,4.3,menengah
2021-02-06,10,4.4,dangkal
2021-02-05,18.54,4.2,dangkal
2021-02-05,61.74,5.2,dangkal
2021-02-05,28.01,4.4,dangkal
2021-02-05,52.28,4.7,dangkal
2021-02-05,280.84,4.3,menengah
2021-02-05,10,4.4,dangkal
2021-02-04,10,4.5,dangkal
2021-02-04,51.14,4.3,dangkal
2021-02-04,50.73,4.5,dangkal
2021-02-04,10,4.1,dangkal
2021-02-04,10,4.5,dangkal
2021-02-03,10,4.5,dangkal
2021-02-03,10,4.9,dangkal
2021-02-02,106.18,4.3,menengah
2021-02-02,89.17,4.8,menengah
2021-02-02,203.59,4.4,menengah
2021-02-01,10,4.8,dangkal
2021-01-31,10,4.6,dangkal
2021-01-31,180.18,4.4,menengah
2021-01-31,10,4.4,dangkal
2021-01-31,10,5.3,dangkal
2021-01-31,10,4.8,dangkal
2021-01-30,57.12,5,dangkal
2021-01-30,57.04,4.3,dangkal
2021-01-30,54.9,4.9,dangkal
2021-01-30,480.99,4.5,dalam
2021-01-30,10,4.3,dangkal
2021-01-30,9.32,5.3,dangkal
2021-01-30,10,4.5,dangkal
2021-01-29,20.96,4.6,dangkal
2021-01-29,420.18,4.3,dalam
2021-01-29,238.88,4.1,menengah
2021-01-28,10,4.5,dangkal
2021-01-27,202.93,4.3,menengah
2021-01-27,42.58,4.8,dangkal
2021-01-27,177.27,4.1,menengah
2021-01-27,44.46,4.9,dangkal
2021-01-27,55.89,4.4,dangkal
2021-01-27,137.17,5,menengah
2021-01-27,10,4.9,dangkal
2021-01-26,35,4.2,dangkal
2021-01-24,46.69,4.7,dangkal
2021-01-24,10,5.1,dangkal
2021-01-24,54.96,5.1,dangkal
2021-01-24,35,4.7,dangkal
2021-01-24,49.61,4.4,dangkal
2021-01-22,10,3.9,dangkal
2021-01-22,47.93,4.3,dangkal
2021-01-22,40.89,4.3,dangkal
2021-01-22,187.17,4.2,menengah
2021-01-21,10,4.2,dangkal
2021-01-21,308.73,4.5,dalam
2021-01-21,10,4.3,dangkal
2021-01-21,10,4,dangkal
2021-01-21,10,4.1,dangkal
2021-01-20,55.62,4.2,dangkal
2021-01-20,10,4.8,dangkal
2021-01-20,110.46,4.4,menengah
2021-01-20,10,4.3,dangkal
2021-01-19,92.06,4.8,menengah
2021-01-19,24.54,4.7,dangkal
2021-01-19,79.29,4.8,menengah
2021-01-18,43.43,4.3,dangkal
2021-01-18,133.8,4.7,menengah
2021-01-17,128.22,4.2,menengah
2021-01-17,147.05,4.2,menengah
2021-01-17,180.77,4.3,menengah
2021-01-17,73.12,4.4,menengah
2021-01-16,10,4.4,dangkal
2021-01-16,38.62,5.2,dangkal
2021-01-15,10,4.9,dangkal
2021-01-15,95.6,5,menengah
2021-01-15,101.89,4.1,menengah
2021-01-15,10,4.7,dangkal
2021-01-15,222.4,4.8,menengah
2021-01-15,139.14,4.6,menengah
2021-01-15,10,4.3,dangkal
2021-01-14,133.92,4.3,menengah
2021-01-14,18,6.2,dangkal
2021-01-14,10,4.6,dangkal
2021-01-14,10,4.3,dangkal
2021-01-14,10,5.2,dangkal
2021-01-14,18,5.7,dangkal
2021-01-14,10,4.3,dangkal
2021-01-14,28.53,4.6,dangkal
2021-01-13,22.84,5.1,dangkal
2021-01-13,139.02,4.5,menengah
2021-01-13,546.39,4.5,dalam
2021-01-13,125.23,4.2,menengah
2021-01-13,37.21,4.6,dangkal
2021-01-13,187.63,4.2,menengah
2021-01-12,31,5.9,dangkal
2021-01-12,230.7,4.6,menengah
2021-01-12,10,4.4,dangkal
2021-01-12,10,5.3,dangkal
2021-01-12,54.96,4.3,dangkal
2021-01-12,192.42,4.5,menengah
2021-01-11,131.01,4.4,menengah
2021-01-11,9.85,5.2,dangkal
2021-01-11,618.65,4.9,dalam
2021-01-11,613.25,5.6,dalam
2021-01-10,10,4.7,dangkal
2021-01-10,67.33,4,dangkal
2021-01-10,10,4.2,dangkal
2021-01-09,120.69,5.2,menengah
2021-01-09,84.35,4,menengah
2021-01-08,61.29,4.2,dangkal
2021-01-08,605.85,5.2,dalam
2021-01-07,237.58,4.3,menengah
2021-01-07,46.01,4.2,dangkal
2021-01-07,320.06,4.2,dalam
2021-01-07,78.43,5,menengah
2021-01-06,148,6.1,menengah
2021-01-06,58.04,5.5,dangkal
2021-01-05,46.52,4.1,dangkal
2021-01-05,10,5.1,dangkal
2021-01-05,35,4.2,dangkal
2021-01-03,10,4.5,dangkal
2021-01-03,10,5,dangkal
2021-01-02,10,4.4,dangkal
2021-01-02,157.28,4.1,menengah
2021-01-02,150.65,4.6,menengah
2021-01-02,121.69,4.2,menengah
2021-01-02,428.86,4.3,dalam
2021-01-01,61.99,4.5,dangkal
2020-12-31,85.73,4.8,menengah
2020-12-31,26.07,4.9,dangkal
2020-12-31,130.13,5.1,menengah
2020-12-31,10,4.5,dangkal
2020-12-31,35,4.7,dangkal
2020-12-30,16.42,4.8,dangkal
2020-12-30,111.77,4.2,menengah
2020-12-29,10,4.1,dangkal
2020-12-29,57.77,4.8,dangkal
2020-12-29,198.45,4.2,menengah
2020-12-29,35,4.6,dangkal
2020-12-28,52.01,4.5,dangkal
2020-12-28,141.77,4,menengah
2020-12-28,51.77,5.1,dangkal
2020-12-27,402.3,4.1,dalam
2020-12-27,35.92,4.4,dangkal
2020-12-26,29.23,4.2,dangkal
2020-12-26,63.84,4.1,dangkal
2020-12-26,60.27,4.1,dangkal
2020-12-26,57.65,4.9,dangkal
2020-12-26,69.46,4.2,dangkal
2020-12-26,229.07,4.1,menengah
2020-12-25,30.1,4.4,dangkal
2020-12-25,29.84,4.8,dangkal
2020-12-25,40.96,5,dangkal
2020-12-24,104.1,4.4,menengah
2020-12-24,124.29,4.3,menengah
2020-12-24,31.48,5.2,dangkal
2020-12-23,10,4.3,dangkal
2020-12-23,10,5.2,dangkal
2020-12-23,10,4.6,dangkal
2020-12-23,50.63,4.3,dangkal
2020-12-22,55.7,4,dangkal
2020-12-22,10,4.5,dangkal
2020-12-22,35,4.1,dangkal
2020-12-22,10,4.4,dangkal
2020-12-21,85.21,4.8,menengah
2020-12-21,63.73,4.7,dangkal
2020-12-21,44.77,4.2,dangkal
2020-12-20,68.71,4.1,dangkal
2020-12-20,35,4.3,dangkal
2020-12-20,35,4.2,dangkal
2020-12-20,24.98,4.9,dangkal
2020-12-20,89.63,4.4,menengah
2020-12-18,45.62,4.3,dangkal
2020-12-17,36.52,4.4,dangkal
2020-12-17,173.29,4,menengah
2020-12-17,10,4.4,dangkal
2020-12-17,53.32,5.1,dangkal
2020-12-17,129.31,4.5,menengah
2020-12-17,10,4.4,dangkal
2020-12-17,10,4.3,dangkal
2020-12-17,10,4.7,dangkal
2020-12-16,10,4.3,dangkal
2020-12-16,10,4.2,dangkal
2020-12-16,39.67,4.4,dangkal
2020-12-16,63.18,4.1,dangkal
2020-12-15,118.27,4.2,menengah
2020-12-15,40.58,4.3,dangkal
2020-12-15,10,4.7,dangkal
2020-12-14,47,4.2,dangkal
2020-12-14,10,4.4,dangkal
2020-12-14,41,4.5,dangkal
2020-12-14,6.23,4.9,dangkal
2020-12-14,10,4.3,dangkal
2020-12-13,10,4.7,dangkal
2020-12-13,10,4,dangkal
2020-12-12,76.86,4.9,menengah
2020-12-12,95.11,5.3,menengah
2020-12-12,90.48,4.7,menengah
2020-12-12,278.58,4.6,menengah
2020-12-11,204.1,4,menengah
2020-12-11,10,4.5,dangkal
2020-12-10,134.49,4.1,menengah
2020-12-10,26.34,5,dangkal
2020-12-10,78.3,4.5,menengah
2020-12-10,35,4.4,dangkal
2020-12-10,31.72,4,dangkal
2020-12-09,6.55,4.2,dangkal
2020-12-09,49.57,4.4,dangkal
2020-12-09,35,4,dangkal
2020-12-09,58.64,4.5,dangkal
2020-12-09,25.91,4.4,dangkal
2020-12-09,306.97,4.2,dalam
2020-12-09,52.17,4.5,dangkal
2020-12-07,85.97,4.4,menengah
2020-12-07,25.53,4.3,dangkal
2020-12-07,10,4.5,dangkal
2020-12-06,234.19,4.1,menengah
2020-12-05,64.75,4.2,dangkal
2020-12-05,115.86,4.2,menengah
2020-12-04,42.46,4.3,dangkal
2020-12-04,39.26,4.4,dangkal
2020-12-04,39.47,4.3,dangkal
2020-12-04,65.19,4.1,dangkal
2020-12-04,550.86,4,dalam
2020-12-03,128.21,5,menengah
2020-12-03,61.61,4.3,dangkal
2020-12-03,35,4.2,dangkal
2020-12-03,10,4.8,dangkal
2020-12-02,13.35,5.2,dangkal
2020-12-02,83.73,4.5,menengah
2020-12-02,81.05,4.5,menengah
2020-12-02,156.68,4.5,menengah
2020-12-02,53.05,4.6,dangkal
2020-12-02,10,4.2,dangkal
2020-12-02,35,4.4,dangkal
2020-12-01,10,4.3,dangkal
2020-12-01,121.79,4.3,menengah
2020-12-01,227.34,4.6,menengah
2020-12-01,51.65,4.3,dangkal
2020-12-01,10,4.6,dangkal
2020-12-01,36.44,4.2,dangkal
2020-11-30,27.89,5,dangkal
2020-11-30,71.19,4.7,menengah
2020-11-30,307.65,4.6,dalam
2020-11-29,55.23,5.2,dangkal
2020-11-29,10,4.2,dangkal
2020-11-29,68.88,4.1,dangkal
2020-11-28,64.82,4.9,dangkal
2020-11-28,57.56,4.5,dangkal
2020-11-28,10,4.4,dangkal
2020-11-28,10,4.1,dangkal
2020-11-28,10,4.6,dangkal
2020-11-28,10,4.5,dangkal
2020-11-28,10,4.5,dangkal
2020-11-27,200.02,4.1,menengah
2020-11-27,220.79,4.6,menengah
2020-11-27,10,4.8,dangkal
2020-11-27,47.84,4.5,dangkal
2020-11-26,38.67,4.4,dangkal
2020-11-26,38.25,4.3,dangkal
2020-11-26,174.39,4.4,menengah
2020-11-25,108.92,5,menengah
2020-11-25,15.8,4.5,dangkal
2020-11-25,19.06,4.4,dangkal
2020-11-25,77.05,4.2,menengah
2020-11-25,10,4.2,dangkal
2020-11-25,48.95,4.3,dangkal
2020-11-24,40.88,4.4,dangkal
2020-11-24,578.74,4.3,dalam
2020-11-24,10,4.4,dangkal
2020-11-24,10,4.8,dangkal
2020-11-24,99.89,4,menengah
2020-11-23,82.23,4.2,menengah
2020-11-23,33.44,4.5,dangkal
2020-11-23,255.26,4.2,menengah
2020-11-23,84.77,4.6,menengah
2020-11-22,10,4.4,dangkal
2020-11-22,10,4.2,dangkal
2020-11-22,10,5.3,dangkal
2020-11-22,131.43,4.2,menengah
2020-11-22,558.27,4.2,dalam
2020-11-22,53.92,4.2,dangkal
2020-11-22,10,4.6,dangkal
2020-11-21,409.17,4.3,dalam
2020-11-21,46.23,4.9,dangkal
2020-11-21,171.92,4.3,menengah
2020-11-21,10,4.5,dangkal
2020-11-21,39.45,4.1,dangkal
2020-11-21,19.75,4.7,dangkal
2020-11-21,36.59,4.2,dangkal
2020-11-20,35.79,4.3,dangkal
2020-11-20,10,5,dangkal
2020-11-20,10,4.3,dangkal
2020-11-20,10,4.5,dangkal
2020-11-20,47.98,4,dangkal
2020-11-19,102.22,4.3,menengah
2020-11-19,42.54,4.6,dangkal
2020-11-19,59.52,4,dangkal
2020-11-18,10,4.5,dangkal
2020-11-18,84.1,4.7,menengah
2020-11-18,15.62,5.2,dangkal
2020-11-18,35,4,dangkal
2020-11-17,58.43,4.4,dangkal
2020-11-17,532.15,4.5,dalam
2020-11-17,51.17,4.7,dangkal
2020-11-17,27.28,4.3,dangkal
2020-11-17,35,4.1,dangkal
2020-11-17,19,6,dangkal
2020-11-16,58.24,4.4,dangkal
2020-11-16,13.16,4.3,dangkal
2020-11-16,36.09,4.4,dangkal
2020-11-16,40.78,4.6,dangkal
2020-11-16,39.26,4.3,dangkal
2020-11-16,10,4.2,dangkal
2020-11-16,119.93,4.2,menengah
2020-11-15,55.45,4.4,dangkal
2020-11-15,118.47,4.3,menengah
2020-11-14,95.73,4.5,menengah
2020-11-14,108.53,4.1,menengah
2020-11-13,10,5.1,dangkal
2020-11-12,35.61,4.2,dangkal
2020-11-12,73.13,4.8,menengah
2020-11-12,88.82,4.7,menengah
2020-11-11,142.22,4.6,menengah
2020-11-11,140.28,4.2,menengah
2020-11-10,10,4.4,dangkal
2020-11-10,33.63,4.9,dangkal
2020-11-10,391.1,4.2,dalam
2020-11-09,40.91,4.5,dangkal
2020-11-09,10,4.5,dangkal
2020-11-09,10,4.5,dangkal
2020-11-09,23.93,4,dangkal
2020-11-08,10,4,dangkal
2020-11-08,56.04,4.4,dangkal
2020-11-08,30.94,4.4,dangkal
2020-11-08,294.62,4.4,menengah
2020-11-07,39.41,4.2,dangkal
2020-11-07,244,4,menengah
2020-11-07,47.54,4.2,dangkal
2020-11-06,10,4.9,dangkal
2020-11-05,517.3,4.1,dalam
2020-11-05,160.79,4.1,menengah
2020-11-05,10,4.4,dangkal
2020-11-04,39.99,5.2,dangkal
2020-11-04,249.45,4,menengah
2020-11-03,10,4.8,dangkal
2020-11-03,35,4.4,dangkal
2020-11-03,64.12,4.5,dangkal
2020-11-03,35,4.9,dangkal
2020-11-03,10,4.4,dangkal
2020-11-02,37.75,4.4,dangkal
2020-11-02,108,4.1,menengah
2020-11-02,10,4.2,dangkal
2020-11-02,12.22,5.3,dangkal
2020-11-02,10,4.6,dangkal
2020-11-02,10,4.6,dangkal
2020-11-01,10,4.3,dangkal
2020-11-01,25.95,4.8,dangkal
2020-10-31,37.09,4.5,dangkal
2020-10-31,107.42,4.2,menengah
2020-10-30,10,4.6,dangkal
2020-10-30,47.99,4.5,dangkal
2020-10-30,64.21,4.3,dangkal
2020-10-30,279.77,4.2,menengah
2020-10-30,213.19,4.2,menengah
2020-10-29,10,4.2,dangkal
2020-10-29,44.1,4.4,dangkal
2020-10-29,59.65,4.7,dangkal
2020-10-29,40.5,4,dangkal
2020-10-28,48.4,4.1,dangkal
2020-10-28,47.46,5.3,dangkal
2020-10-28,37.17,4.4,dangkal
2020-10-28,85.06,4.1,menengah
2020-10-28,144.39,4.2,menengah
2020-10-27,29.86,4.4,dangkal
2020-10-27,12.99,4.2,dangkal
2020-10-27,22,5.4,dangkal
2020-10-26,64.32,4.3,dangkal
2020-10-26,35,4.1,dangkal
2020-10-26,99.85,5.1,menengah
2020-10-25,48.84,4.4,dangkal
2020-10-25,10,4.4,dangkal
2020-10-25,17.8,4.7,dangkal
2020-10-25,43,5.4,dangkal
2020-10-24,183.4,4.1,menengah
2020-10-24,39.31,4.8,dangkal
2020-10-23,10,4,dangkal
2020-10-22,189.43,4.4,menengah
2020-10-21,10,4.5,dangkal
2020-10-21,55.75,4.3,dangkal
2020-10-21,313.9,4.5,dalam
2020-10-21,133.85,4.1,menengah
2020-10-21,10,4.8,dangkal
2020-10-21,25.79,4.9,dangkal
2020-10-21,35,4.6,dangkal
2020-10-21,10,4.4,dangkal
2020-10-20,59.19,4.6,dangkal
2020-10-20,38.48,4.4,dangkal
2020-10-20,35,4.3,dangkal
2020-10-20,115.12,4.5,menengah
2020-10-20,10,4.4,dangkal
2020-10-20,10,4.6,dangkal
2020-10-19,60.09,4.5,dangkal
2020-10-19,10,4.3,dangkal
2020-10-19,10,4.8,dangkal
2020-10-19,35,4,dangkal
2020-10-19,35,4.1,dangkal
2020-10-19,19.29,5.1,dangkal
2020-10-19,35,5.1,dangkal
2020-10-19,10,4.3,dangkal
2020-10-19,10,4.7,dangkal
2020-10-19,10,4.9,dangkal
2020-10-19,17.03,5.5,dangkal
2020-10-19,20,5.6,dangkal
2020-10-19,73.46,4.6,menengah
2020-10-18,10,5.1,dangkal
2020-10-18,241.81,4.3,menengah
2020-10-18,181.01,4.3,menengah
2020-10-18,56.65,4.4,dangkal
2020-10-18,51.6,4.7,dangkal
2020-10-18,82.14,4.5,menengah
2020-10-18,146.8,4.3,menengah
2020-10-18,10,4.4,dangkal
2020-10-17,62.9,4.3,dangkal
2020-10-17,10,4.5,dangkal
2020-10-17,10,5.2,dangkal
2020-10-17,23.44,5.2,dangkal
2020-10-17,10,4.5,dangkal
2020-10-17,56.26,4.7,dangkal
2020-10-17,143.94,4.6,menengah
2020-10-17,10,5.1,dangkal
2020-10-16,27.84,4.5,dangkal
2020-10-15,10,4.5,dangkal
2020-10-15,38.34,4.4,dangkal
2020-10-15,132.58,4,menengah
2020-10-15,17.4,4.9,dangkal
2020-10-15,19,5.2,dangkal
2020-10-15,48.83,4.9,dangkal
2020-10-14,65.2,4.7,dangkal
2020-10-13,23.21,4.2,dangkal
2020-10-12,34.18,4,dangkal
2020-10-11,38.09,4.2,dangkal
2020-10-11,154.36,4.7,menengah
2020-10-10,10,4.3,dangkal
2020-10-10,89.03,4.5,menengah
2020-10-10,111.46,4,menengah
2020-10-10,53.68,4.8,dangkal
2020-10-10,10,4.6,dangkal
2020-10-10,161.02,4.2,menengah
2020-10-09,35,4.4,dangkal
2020-10-09,40.05,4.3,dangkal
2020-10-09,29.08,4.1,dangkal
2020-10-09,10,5.4,dangkal
2020-10-08,67.3,4.6,dangkal
2020-10-07,40.18,4.9,dangkal
2020-10-07,99.13,4.3,menengah
2020-10-07,54.21,4.9,dangkal
2020-10-07,132.96,4.4,menengah
2020-10-06,35,4,dangkal
2020-10-06,35,4.2,dangkal
2020-10-06,35,4.8,dangkal
2020-10-06,43.67,4.8,dangkal
2020-10-06,105.13,4.9,menengah
2020-10-06,10,4.7,dangkal
2020-10-05,13.87,4.4,dangkal
2020-10-05,215.4,4.8,menengah
2020-10-05,60.5,5,dangkal
2020-10-04,10,4.5,dangkal
2020-10-04,23.01,4.2,dangkal
2020-10-04,10,4.4,dangkal
2020-10-03,611.76,4.2,dalam
2020-10-03,81.65,4,menengah
2020-10-03,51.5,4,dangkal
2020-10-02,75.64,4.2,menengah
2020-10-01,212.95,4.4,menengah
2020-10-01,101.97,5,menengah
2020-10-01,148.65,4.4,menengah
2020-10-01,10,4.6,dangkal
2020-10-01,401.37,4.3,dalam
2020-09-30,23.26,4.4,dangkal
2020-09-30,54.08,4.4,dangkal
2020-09-30,39.69,4,dangkal
2020-09-30,29.34,4.2,dangkal
2020-09-30,10,4.5,dangkal
2020-09-29,10,4.9,dangkal
