"Duration","Amplitude","Type"
"84.48","4","ROCKFALL"
"83.84","4","ROCKFALL"
"7.96","5","MP"
"76.16","3","ROCKFALL"
"8.28","3","MP"
"7.04","3","MP"
"58.24","3","ROCKFALL"
"7.48","3","MP"
"5.56","3","MP"
"89.6","15","ROCKFALL"
"6.96","7","MP"
"82.12","3","ROCKFALL"
"113.16","3","ROCKFALL"
"6.56","5","MP"
"9.56","5","MP"
"126.12","20","ROCKFALL"
"5.92","4","MP"
"10","30","VTB"
"10.96","64","VTB"
"6.12","6","MP"
"8.52","10","MP"
"6.24","3","MP"
"8.96","37","VTB"
"5.84","3","MP"
"5.52","3","MP"
"10.92","30","VTB"
"6.28","7","MP"
"7.52","6","MP"
"5.48","3","MP"
"6.44","3","MP"
"10.72","40","VTB"
"5.08","3","MP"
"130.88","39","ROCKFALL"
"8.2","6","MP"
"11.6","40","VTB"
"6.16","3","MP"
"5.68","3","MP"
"98.72","9","ROCKFALL"
"64.6","4","ROCKFALL"
"7","6","MP"
"95.6","9","ROCKFALL"
"55.56","3","ROCKFALL"
"6.84","7","MP"
"6.52","3","MP"
"88","6","ROCKFALL"
"72.64","3","ROCKFALL"
"52","3","ROCKFALL"
"55.6","3","ROCKFALL"
"64.68","3","ROCKFALL"
"7.84","3","MP"
"136.6","7","ROCKFALL"
"6.96","3","MP"
"76.64","9","ROCKFALL"
"6.76","3","MP"
"6.84","6","MP"
"6.4","3","MP"
"113.84","3","ROCKFALL"
"7.72","6","MP"
"72.4","6","ROCKFALL"
"101.48","7","ROCKFALL"
"20","STRONG","VTB"
"6.08","5","MP"
"7.36","8","MP"
"6.32","3","MP"
"13.44","60","VTB"
"5.6","3","MP"
"8.84","10","MP"
"6.92","4","MP"
"5.88","3","MP"
"6","5","MP"
"46.52","3","ROCKFALL"
"98.34","30","TECT"
"6.96","3","MP"
"73.12","8","ROCKFALL"
"6.52","3","MP"
"5.12","3","MP"
"8.04","9","MP"
"5.52","3","MP"
"104.56","27","ROCKFALL"
"67.96","6","ROCKFALL"
"5.96","3","MP"
"5.52","3","MP"
"61.56","4","ROCKFALL"
"71.24","6","ROCKFALL"
"6.88","9","MP"
"90.96","7","ROCKFALL"
"64.2","7","ROCKFALL"
"78.64","9","ROCKFALL"
"7.04","5","MP"
"85.04","5","ROCKFALL"
"7.52","12","MP"
"5.84","3","MP"
"6.68","3","MP"
"7.04","3","MP"
"6.68","3","MP"
"7.92","10","MP"
"6.48","3","MP"
"101.2","4","ROCKFALL"
"43.84","3","ROCKFALL"
"95.04","4","ROCKFALL"
"83.44","8","ROCKFALL"
"5.72","3","MP"
"6.32","4","MP"
"53.28","4","ROCKFALL"
"39.28","3","ROCKFALL"
"71.16","3","ROCKFALL"
"69.68","8","ROCKFALL"
"65.36","5","ROCKFALL"
"70.68","4","ROCKFALL"
"6.16","3","MP"
"5.72","3","MP"
"6.96","3","MP"
"5.44","3","MP"
"7.08","4","MP"
"7.4","5","MP"
"8.84","33","VTB"
"6.04","3","MP"
"7.6","3","MP"
"7.36","3","MP"
"7.88","13","MP"
"6.36","2","MP"
"83.24","9","ROCKFALL"
"7.68","13","MP"
"6.76","6","MP"
"7.44","4","MP"
"7.92","12","MP"
"88.84","4","ROCKFALL"
"49.16","3","ROCKFALL"
"37","6","ROCKFALL"
"22.68","8","ROCKFALL"
"7.68","6","MP"
"6.56","3","MP"
"22.4","13","ROCKFALL"
"13.24","60","VTB"
"94.2","4","ROCKFALL"
"84.04","3","ROCKFALL"
"72.04","3","ROCKFALL"
"8.36","25","VTB"
"6.88","14","MP"
"6.92","8","MP"
"7.72","15","MP"
"85.36","8","ROCKFALL"
"60.48","6","ROCKFALL"
"6.32","4","MP"
"88.52","14","ROCKFALL"
"64.64","7","ROCKFALL"
"76.92","13","ROCKFALL"
"101.52","16","ROCKFALL"
"92.24","9","ROCKFALL"
"79.76","14","ROCKFALL"
"74.08","9","ROCKFALL"
"7.24","3","MP"
"61.36","5","ROCKFALL"
"105.68","11","ROCKFALL"
"45.76","5","ROCKFALL"
"83.92","10","ROCKFALL"
"35.52","4","ROCKFALL"
"5.48","8","MP"
"46.36","5","ROCKFALL"
"56.72","11","ROCKFALL"
"7.84","13","MP"
"91.76","6","ROCKFALL"
"67.28","4","ROCKFALL"
"62.12","9","ROCKFALL"
"61.16","8","ROCKFALL"
"100.8","7","ROCKFALL"
"5.2","3","MP"
"6.84","5","MP"
"10.92","40","VTB"
"5.96","6","MP"
"19.04","7","ROCKFALL"
"77.16","7","ROCKFALL"
"71.44","10","ROCKFALL"
"109.08","11","ROCKFALL"
"65.16","6","ROCKFALL"
"133.32","20","ROCKFALL"
"103.6","5","ROCKFALL"
"77.48","5","ROCKFALL"
"78.88","4","ROCKFALL"
"6.8","3","MP"
"68.68","4","ROCKFALL"
"88.96","9","ROCKFALL"
"9.12","8","MP"
"5.72","3","MP"
"83.32","7","ROCKFALL"
"5.36","3","MP"
"5.4","10","MP"
"7.04","13","MP"
"4.68","12","MP"
"32.2","STRONG","VTB"
"8.68","40","VTB"
"6.84","4","MP"
"101.12","11","ROCKFALL"
"6.84","3","MP"
"5.88","3","MP"
"22.64","4","ROCKFALL"
"7.16","4","MP"
"30.64","4","ROCKFALL"
"23.56","5","ROCKFALL"
"7.96","13","MP"
"6.68","3","MP"
"6.04","3","MP"
"9.32","36","VTB"
"64.76","4","ROCKFALL"
"141.52","30","ROCKFALL"
"6.96","3","MP"
"91.88","32","ROCKFALL"
"132.68","5","TECT"
"82.72","4","ROCKFALL"
"70.08","5","ROCKFALL"
"77.88","4","ROCKFALL"
"135.84","6","ROCKFALL"
"104.24","10","ROCKFALL"
"38.2","4","ROCKFALL"
"82.8","7","ROCKFALL"
"5.76","4","MP"
"5.24","3","MP"
"6.48","4","MP"
"54.68","4","ROCKFALL"
"7.92","9","MP"
"7.68","5","MP"
"6.68","3","MP"
"6.12","3","MP"
"5.68","3","MP"
"5.64","3","MP"
"5.6","3","MP"
"7.44","3","MP"
"6.64","4","MP"
"6.4","5","MP"
"10.24","28","VTB"
"6.36","3","MP"
"6.08","3","MP"
"6.04","3","MP"
"108.2","12","ROCKFALL"
"6.08","3","ROCKFALL"
"16.16","70","VTB"
"5.56","3","MP"
"7.28","3","MP"
"6.56","3","MP"
"6.96","5","MP"
"5.72","4","MP"
"7.76","12","MP"
"6.04","3","MP"
"5.48","5","MP"
"6.96","3","MP"
"7.56","10","MP"
"7","7","MP"
"9.96","30","VTB"
"44.64","4","ROCKFALL"
"66.48","4","ROCKFALL"
"10.96","53","VTB"
"7.48","5","MP"
"71.52","5","ROCKFALL"
"9.92","15","MP"
"6.56","3","MP"
"6.28","3","MP"
"77.6","6","ROCKFALL"
"7.8","11","MP"
"5.64","3","MP"
"5.4","4","MP"
"93.12","4","ROCKFALL"
"77.64","4","ROCKFALL"
"61.2","3","ROCKFALL"
"37.2","6","ROCKFALL"
"8.52","13","MP"
"9.72","30","VTB"
"68.56","9","ROCKFALL"
"73.92","3","ROCKFALL"
"106.12","5","ROCKFALL"
"5.72","4","MP"
"6.92","5","MP"
"110.04","13","ROCKFALL"
"55.84","9","ROCKFALL"
"6","7","MP"
"19.2","3","ROCKFALL"
"70.76","12","ROCKFALL"
"111.44","11","ROCKFALL"
"6.8","6","MP"
"6.68","3","MP"
"216.16","5","ROCKFALL"
"10","60","VTB"
"120.92","5","ROCKFALL"
"125.36","15","ROCKFALL"
"121.16","9","ROCKFALL"
"33.76","4","ROCKFALL"
"17.28","3","ROCKFALL"
"65.8","3","ROCKFALL"
"8.6","13","MP"
"109.84","6","ROCKFALL"
"5.28","3","MP"
"62.68","4","ROCKFALL"
"6.96","3","MP"
"6.8","3","MP"
"6.56","5","MP"
"11.12","30","VTB"
"5.76","5","MP"
"11.52","60","VTB"
"11.08","40","VTB"
"6.48","6","MP"
"5.92","3","MP"
"6.04","3","MP"
"5.72","3","MP"
"7.76","41","VTB"
"7","3","MP"
"6.2","3","MP"
"7.76","23","VTB"
"6.44","6","MP"
"6.92","6","MP"
"7.4","3","MP"
"76.64","3","ROCKFALL"
"8.96","4","MP"
"5.28","3","MP"
"160.04","8","ROCKFALL"
"95.48","6","ROCKFALL"
"110.04","10","ROCKFALL"
"17.52","3","ROCKFALL"
"99.08","14","ROCKFALL"
"7.56","6","MP"
"22.52","3","ROCKFALL"
"80.52","3","ROCKFALL"
"70.2","3","ROCKFALL"
"61.84","3","TECT"
"7.32","3","MP"
"8.12","5","MP"
"8.68","60","VTB"
"7.16","6","MP"
"7.88","3","MP"
"5.76","3","MP"
"6.84","3","MP"
"5.4","3","MP"
"8","7","MP"
"5.8","3","MP"
"6.16","3","MP"
"5.28","3","MP"
"6.64","3","MP"
"94.32","4","ROCKFALL"
"6.68","3","MP"
"6","4","MP"
"6.16","3","MP"
"89.34","22","ROCKFALL"
"145.16","15","ROCKFALL"
"9.24","33","VTB"
"6.52","3","MP"
"109.28","4","ROCKFALL"
"8.92","3","MP"
"56.04","4","ROCKFALL"
"48.28","3","ROCKFALL"
"78.68","5","ROCKFALL"
"99.96","4","ROCKFALL"
"93.52","3","ROCKFALL"
"103.24","4","ROCKFALL"
"85.16","17","ROCKFALL"
"149.16","3","ROCKFALL"
"7.32","3","MP"
"101.52","12","ROCKFALL"
"6.8","3","MP"
"10.2","37","VTB"
"126.96","9","ROCKFALL"
"7.12","7","MP"
"95.04","4","ROCKFALL"
"7.32","6","MP"
"6.24","3","MP"
"83.32","16","ROCKFALL"
"84.76","13","ROCKFALL"
"99.4","4","ROCKFALL"
"7.04","8","MP"
"68.56","3","ROCKFALL"
"6.24","3","MP"
"113.72","16","ROCKFALL"
"87.56","5","ROCKFALL"
"104.2","3","ROCKFALL"
"90.56","4","ROCKFALL"
"89.64","3","ROCKFALL"
"123.12","3","ROCKFALL"
"127.88","5","ROCKFALL"
"9.36","9","MP"
"114.92","5","ROCKFALL"
"120.96","15","ROCKFALL"
"161.8","4","ROCKFALL"
"171.32","5","ROCKFALL"
"119.6","21","ROCKFALL"
"126.88","6","ROCKFALL"
"163.88","5","ROCKFALL"
"95.08","5","ROCKFALL"
"85.96","10","ROCKFALL"
"18.76","4","ROCKFALL"
"10.12","66","VTB"
"78.96","10","ROCKFALL"
"5.44","3","MP"
"5.04","3","MP"
"5.72","3","MP"
"115.48","37","ROCKFALL"
"6.08","8","MP"
"6.6","7","MP"
"120.68","27","ROCKFALL"
"10.88","30","VTB"
"11.4","STRONG","VTB"
"10.64","61","VTB"
"8.76","25","VTB"
"11","66","VTB"
"15.64","STRONG","VTB"
"5.8","8","MP"
"102.56","9","ROCKFALL"
"8.6","25","VTB"
"7.52","11","MP"
"219.48","4","ROCKFALL"
"12.36","STRONG","VTB"
"132.36","3","ROCKFALL"
"12.88","70","VTB"
"10.92","STRONG","VTB"
"6.72","5","MP"
"75.36","8","ROCKFALL"
"64.08","3","ROCKFALL"
"21.64","10","ROCKFALL"
"62.28","7","ROCKFALL"
"5.48","3","MP"
"45.24","3","ROCKFALL"
"5.88","3","MP"
"78","3","ROCKFALL"
"6.56","3","MP"
"6.76","4","MP"
"169.04","5","ROCKFALL"
"108.28","10","ROCKFALL"
"6.8","3","MP"
"75.8","3","ROCKFALL"
"90.72","4","ROCKFALL"
"10.68","47","VTB"
"5.84","3","MP"
"111.12","5","ROCKFALL"
"24.4","13","ROCKFALL"
"19.48","3","ROCKFALL"
"85.2","3","ROCKFALL"
"53.32","3","ROCKFALL"
"129.76","5","ROCKFALL"
"135.88","13","ROCKFALL"
"83.08","5","ROCKFALL"
"142.36","9","ROCKFALL"
"91.36","8","ROCKFALL"
"6.48","6","MP"
"96.32","9","ROCKFALL"
"126.28","11","ROCKFALL"
"9.52","63","VTB"
"97.4","5","ROCKFALL"
"81.36","4","ROCKFALL"
"126.56","5","ROCKFALL"
"76.08","3","ROCKFALL"
"6.96","3","MP"
"105.36","6","ROCKFALL"
"8.08","12","MP"
"6.76","3","MP"
"97.28","4","ROCKFALL"
"64.16","3","ROCKFALL"
"72.08","3","ROCKFALL"
"117.56","3","ROCKFALL"
"98.64","11","ROCKFALL"
"80.2","5","ROCKFALL"
"18.52","5","ROCKFALL"
"5.8","4","MP"
"6.44","5","MP"
"116.6","6","ROCKFALL"
"12.64","60","VTB"
"78.44","4","ROCKFALL"
"6.24","3","MP"
"86.24","5","ROCKFALL"
"8.28","4","MP"
"94.48","3","ROCKFALL"
"154.8","4","ROCKFALL"
"16.2","3","ROCKFALL"
"130.36","30","ROCKFALL"
"76.16","3","ROCKFALL"
"64.96","3","ROCKFALL"
"72.96","3","ROCKFALL"
"81.28","3","ROCKFALL"
"134.4","10","ROCKFALL"
"52.48","7","ROCKFALL"
"101.12","5","ROCKFALL"
"99.2","7","ROCKFALL"
"57.6","3","ROCKFALL"
"73.92","5","ROCKFALL"
"83.84","8","ROCKFALL"
"113.28","7","ROCKFALL"
"70.4","8","ROCKFALL"
"75.52","3","ROCKFALL"
"106.24","8","ROCKFALL"
"104.96","3","ROCKFALL"
"71.68","5","ROCKFALL"
"88.64","4","ROCKFALL"
"67.2","3","ROCKFALL"
"68.48","3","ROCKFALL"
"96","13","ROCKFALL"
"8.08","3","MP"
"9.52","5","MP"
"90.88","3","ROCKFALL"
"62.08","7","ROCKFALL"
"86.4","3","ROCKFALL"
"97.92","22","ROCKFALL"
"48.64","4","ROCKFALL"
"74.88","10","ROCKFALL"
"86.72","8","ROCKFALL"
"10.56","26","MP"
"7.32","3","MP"
"49.92","3","ROCKFALL"
"10.03","6","LF"
"61.76","5","ROCKFALL"
"85.12","13","ROCKFALL"
"9","3","MP"
"41.92","6","ROCKFALL"
"72.56","3","ROCKFALL"
"107.76","10","ROCKFALL"
"127.16","12","ROCKFALL"
"58.48","5","TECT"
"75.72","5","ROCKFALL"
"65.88","3","ROCKFALL"
"88.76","4","ROCKFALL"
"66.84","4","ROCKFALL"
"72.88","6","ROCKFALL"
"93.4","3","ROCKFALL"
"112.92","8","ROCKFALL"
"95.4","7","ROCKFALL"
"101.36","5","ROCKFALL"
"97.32","7","ROCKFALL"
"24.28","12","ROCKFALL"
"108.52","27","ROCKFALL"
"58.88","3","ROCKFALL"
"103.6","11","ROCKFALL"
"121.24","24","ROCKFALL"
"99.2","9","ROCKFALL"
"89.76","7","ROCKFALL"
"109.16","17","ROCKFALL"
"53.52","3","ROCKFALL"
"7.56","6","MP"
"85.24","12","ROCKFALL"
"73.76","3","ROCKFALL"
"6.4","9","MP"
"7.28","22","VTB"
"9","28","VTB"
"7.52","8","MP"
"17.72","STRONG","VTB"
"6.88","3","MP"
"6.32","8","MP"
"9.12","27","VTB"
"6.92","3","MP"
"35.04","STRONG","VTB"
"6.16","12","MP"
"6.28","11","MP"
"6.36","10","MP"
"6.96","3","MP"
"6.52","3","MP"
"5.88","3","MP"
"6.64","5","MP"
"5.8","3","MP"
"5.52","3","MP"
"5.52","3","MP"
"6.72","5","MP"
"5.68","3","MP"
"5.68","3","MP"
"7.36","10","MP"
"134.64","8","ROCKFALL"
"113.08","6","ROCKFALL"
"58.6","4","ROCKFALL"
"6.88","3","MP"
"71.2","4","ROCKFALL"
"105.32","12","ROCKFALL"
"58.52","3","ROCKFALL"
"5.84","3","MP"
"8.04","32","VTB"
"77.84","5","ROCKFALL"
"114.04","5","ROCKFALL"
"5.84","3","MP"
"6.04","3","MP"
"6.2","4","MP"
"83.48","12","ROCKFALL"
"75.8","4","ROCKFALL"
"73.64","4","ROCKFALL"
"6.68","3","MP"
"5.28","5","MP"
"114.28","5","ROCKFALL"
"169.76","27","ROCKFALL"
"6.76","3","MP"
"41.76","3","ROCKFALL"
"93.4","12","ROCKFALL"
"5.96","3","MP"
"6.8","5","MP"
"77.6","4","TECT"
"26.56","3","ROCKFALL"
"10.48","42","VTB"
"104.32","14","ROCKFALL"
"8.8","3","MP"
"8.16","3","MP"
"6.92","3","MP"
"82.68","7","ROCKFALL"
"88.8","3","ROCKFALL"
"5.32","3","MP"
"58.88","4","ROCKFALL"
"58.56","4","ROCKFALL"
"11.6","18","MP"
"92.16","5","ROCKFALL"
"116.48","3","ROCKFALL"
"7.8","3","MP"
"60.16","3","ROCKFALL"
"113.28","7","ROCKFALL"
"84.96","14","ROCKFALL"
"7.08","17","MP"
"8.96","17","MP"
"7.76","4","MP"
"85.76","3","ROCKFALL"
"101.44","8","ROCKFALL"
"77.12","6","ROCKFALL"
"87.68","3","ROCKFALL"
"81.6","3","ROCKFALL"
"85.12","6","ROCKFALL"
"79.68","6","ROCKFALL"
"68.16","3","ROCKFALL"
"4.92","3","MP"
"77.52","3","ROCKFALL"
"38.04","6","ROCKFALL"
"106.4","7","ROCKFALL"
"5.72","3","MP"
"8","10","MP"
"100.68","10","ROCKFALL"
"100.08","9","ROCKFALL"
"15.76","10","ROCKFALL"
"102","10","ROCKFALL"
"66.76","3","TECT"
"89.36","14","ROCKFALL"
"7.36","4","MP"
"10.12","45","VTB"
"9.04","24","VTB"
"146.6","11","ROCKFALL"
"87.68","3","ROCKFALL"
"5.4","3","MP"
"6.76","3","MP"
"78.4","4","ROCKFALL"
"113.52","20","ROCKFALL"
"62.64","3","ROCKFALL"
"115.4","7","ROCKFALL"
"7.8","3","MP"
"6.28","14","MP"
"5.84","6","MP"
"5.28","3","MP"
"13","4","LF"
"7.88","32","VTB"
"5.56","3","MP"
"94.08","8","ROCKFALL"
"7.28","30","VTB"
"6.52","4","MP"
"89.28","5","ROCKFALL"
"83","10","ROCKFALL"
"100.88","16","ROCKFALL"
"7.12","4","MP"
"7.84","16","MP"
"75.48","7","ROCKFALL"
"11.68","70","VTB"
"114.52","7","ROCKFALL"
"81.08","3","ROCKFALL"
"105.92","13","ROCKFALL"
"62.8","5","ROCKFALL"
"63.08","5","ROCKFALL"
"112.6","8","ROCKFALL"
"6","3","MP"
"5.96","3","MP"
"91.4","3","ROCKFALL"
"152.48","25","ROCKFALL"
"19.92","9","ROCKFALL"
"88","3","ROCKFALL"
"67.04","3","ROCKFALL"
"6","3","MP"
"7.88","3","MP"
"6.52","3","MP"
"6.04","3","MP"
"85.36","3","ROCKFALL"
"6.36","4","MP"
"136.96","6","ROCKFALL"
"9.56","3","MP"
"83.52","10","ROCKFALL"
"49.92","3","ROCKFALL"
"92.8","3","ROCKFALL"
"7.6","3","MP"
"45.12","3","ROCKFALL"
"83.84","9","ROCKFALL"
"62.72","3","ROCKFALL"
"75.52","3","ROCKFALL"
"9.08","3","MP"
"60.16","3","ROCKFALL"
"53.44","3","ROCKFALL"
"7.8","3","MP"
"6.44","3","MP"
"9.92","28","VTB"
"9.44","3","MP"
"82.88","8","ROCKFALL"
"59.52","4","ROCKFALL"
"60.16","3","ROCKFALL"
"48.96","5","ROCKFALL"
"68.04","3","ROCKFALL"
"116","6","ROCKFALL"
"112.32","3","ROCKFALL"
"28.84","3","ROCKFALL"
"76.16","5","ROCKFALL"
"6.88","3","MP"
"36.2","3","ROCKFALL"
"8.28","3","MP"
"10.36","17","MP"
"7.2","5","MP"
"86.24","47","TECT"
"7.56","6","MP"
"88.44","7","ROCKFALL"
"8.76","4","MP"
"70.72","3","ROCKFALL"
"78.76","4","ROCKFALL"
"83.32","9","ROCKFALL"
"7.36","3","MP"
"6.2","3","MP"
"6.64","4","MP"
"68.36","3","ROCKFALL"
"122.76","13","ROCKFALL"
"85.96","7","ROCKFALL"
"128.76","8","ROCKFALL"
"188.52","39","ROCKFALL"
"90.28","5","ROCKFALL"
"94.76","3","ROCKFALL"
"100.16","6","ROCKFALL"
"6.8","3","MP"
"50.84","3","ROCKFALL"
"6.72","15","MP"
"5.88","3","MP"
"6.2","3","MP"
"67.2","8","ROCKFALL"
"5.32","5","MP"
"276.84","STRONG","TECT"
"6.44","3","MP"
"9.28","70","VTB"
"6.36","65","VTB"
"6.44","3","MP"
"77.92","8","ROCKFALL"
"20.88","4","ROCKFALL"
"8.28","30","VTB"
"5.92","6","MP"
"60.88","66","TECT"
"5.84","3","MP"
"5.92","3","MP"
"43.68","4","TECT"
"5.84","3","MP"
"6.4","3","MP"
"51.28","8","TECT"
"44.04","3","TECT"
"73.52","54","TECT"
"14.72","60","VTB"
"72.92","10","ROCKFALL"
"21.56","3","ROCKFALL"
"6.84","4","MP"
"48.4","8","TECT"
"112.56","3","ROCKFALL"
"5.04","3","MP"
"80.36","5","ROCKFALL"
"28.16","3","ROCKFALL"
"6.2","4","MP"
"45.8","3","ROCKFALL"
"68.88","3","ROCKFALL"
"94.4","6","ROCKFALL"
"6.6","3","MP"
"79.56","12","TECT"
"95.88","11","ROCKFALL"
"53","3","ROCKFALL"
"127.76","22","ROCKFALL"
"74.68","3","ROCKFALL"
"6.04","3","MP"
"54.84","15","TECT"
"97.48","8","ROCKFALL"
"7.08","3","MP"
"5.52","3","MP"
"72.32","3","ROCKFALL"
"89.16","5","ROCKFALL"
"77.96","9","ROCKFALL"
"98.24","3","ROCKFALL"
"7.64","12","MP"
"4.76","4","MP"
"5.48","3","MP"
"5.88","3","MP"
"7.88","42","VTB"
"7.52","3","MP"
"8.92","37","VTB"
"6.36","3","MP"
"138.08","8","ROCKFALL"
"6","8","MP"
"6.08","7","MP"
"97.44","7","ROCKFALL"
"77.28","3","ROCKFALL"
"12.32","66","VTB"
"8.72","27","VTB"
"83.16","3","ROCKFALL"
"5.4","3","MP"
"107.24","7","ROCKFALL"
"72.04","3","ROCKFALL"
"8.08","34","VTB"
"8.16","5","MP"
"74.08","3","ROCKFALL"
"76","3","ROCKFALL"
"12.12","38","VTB"
"7.24","3","MP"
"79.72","9","ROCKFALL"
"88.36","3","ROCKFALL"
"5.28","3","MP"
"47.16","3","ROCKFALL"
"55.08","4","ROCKFALL"
"7.08","3","MP"
"7.76","3","MP"
"98.96","6","ROCKFALL"
"89.28","3","ROCKFALL"
"7.84","5","MP"
"83.48","9","ROCKFALL"
"31.4","3","ROCKFALL"
"103.32","9","ROCKFALL"
"86.36","10","ROCKFALL"
"65.16","16","TECT"
"41.4","3","ROCKFALL"
"124.6","8","ROCKFALL"
"95.8","4","ROCKFALL"
"81.56","13","ROCKFALL"
"42.88","3","TECT"
"96.28","4","ROCKFALL"
"51.52","3","ROCKFALL"
"101.44","7","ROCKFALL"
"84.48","7","ROCKFALL"
"7.32","34","VTB"
"5.84","4","MP"
"7.68","8","MP"
"109.96","10","ROCKFALL"
"110.68","15","ROCKFALL"
"84.6","4","ROCKFALL"
"110.56","11","ROCKFALL"
"58.12","3","ROCKFALL"
"80.08","7","ROCKFALL"
"78.44","3","ROCKFALL"
"92.64","4","ROCKFALL"
"101.44","9","ROCKFALL"
"86.36","5","ROCKFALL"
"114.48","16","ROCKFALL"
"76.68","3","ROCKFALL"
"191.08","29","ROCKFALL"
"89.52","3","ROCKFALL"
"99.44","7","ROCKFALL"
"79.16","7","ROCKFALL"
"74.32","3","ROCKFALL"
"78.2","3","ROCKFALL"
"109.36","11","ROCKFALL"
"102.36","3","ROCKFALL"
"45.72","3","ROCKFALL"
"161.76","4","ROCKFALL"
"104.64","6","ROCKFALL"
"6.36","3","MP"
"167.68","7","ROCKFALL"
"77.04","5","ROCKFALL"
"56.32","6","TECT"
"47.08","6","ROCKFALL"
"145.6","20","ROCKFALL"
"104.44","8","ROCKFALL"
"99.4","15","ROCKFALL"
"58.76","3","ROCKFALL"
"6.44","3","MP"
"83.56","4","ROCKFALL"
"110.12","9","ROCKFALL"
"73.92","5","ROCKFALL"
"64.08","4","ROCKFALL"
"5.84","6","MP"
"72.88","4","ROCKFALL"
"64.12","10","ROCKFALL"
"111.88","13","ROCKFALL"
"86.68","8","ROCKFALL"
"69.24","7","ROCKFALL"
"8.64","3","MP"
"83.88","3","ROCKFALL"
"6.8","3","MP"
"7.24","3","MP"
"74.12","3","ROCKFALL"
"64.4","3","ROCKFALL"
"103.48","3","ROCKFALL"
"58.12","7","ROCKFALL"
"74.48","3","ROCKFALL"
"135.96","5","ROCKFALL"
"111.08","8","ROCKFALL"
"89.6","7","ROCKFALL"
"69.2","3","ROCKFALL"
"37.44","4","ROCKFALL"
"93.76","17","ROCKFALL"
"69.76","6","ROCKFALL"
"38.72","3","ROCKFALL"
"68.72","9","ROCKFALL"
"41.28","3","ROCKFALL"
"120.56","5","ROCKFALL"
"71.6","5","ROCKFALL"
"6.48","5","MP"
"78.72","3","ROCKFALL"
"95.16","8","ROCKFALL"
"67.04","3","ROCKFALL"
"111.92","7","ROCKFALL"
"99.76","3","ROCKFALL"
"66.68","3","ROCKFALL"
"119.68","3","ROCKFALL"
"59.96","3","ROCKFALL"
"92.8","9","ROCKFALL"
"97.28","10","ROCKFALL"
"94.08","3","ROCKFALL"
"45.44","3","ROCKFALL"
"69.76","4","ROCKFALL"
"95.64","11","ROCKFALL"
"105.68","14","ROCKFALL"
"77.44","4","ROCKFALL"
"74.24","8","ROCKFALL"
"85.48","23","ROCKFALL"
"133.12","4","ROCKFALL"
"109.52","6","TECT"
"60.32","3","ROCKFALL"
"123.24","20","ROCKFALL"
"85.76","4","ROCKFALL"
"73.6","7","ROCKFALL"
"8.48","3","MP"
"5","3","MP"
"9.56","5","MP"
"7.08","4","MP"
"7.76","5","MP"
"96","5","ROCKFALL"
"8.28","4","MP"
"5.64","5","MP"
"6.88","3","MP"
"93.12","3","ROCKFALL"
"79.36","3","ROCKFALL"
"76.8","5","ROCKFALL"
"6.44","3","MP"
"60.96","4","ROCKFALL"
"7","3","MP"
"55.04","4","ROCKFALL"
"102.36","12","ROCKFALL"
"79.36","7","ROCKFALL"
"63.48","8","ROCKFALL"
"9.16","3","MP"
"107.52","13","ROCKFALL"
"86.4","8","ROCKFALL"
"70.4","3","ROCKFALL"
"89.6","10","ROCKFALL"
"89.2","6","ROCKFALL"
"87.68","7","ROCKFALL"
"80.64","3","ROCKFALL"
"118.92","3","ROCKFALL"
"121.88","15","ROCKFALL"
"100.84","4","ROCKFALL"
"6.76","3","MP"
"79.56","4","ROCKFALL"
"8.04","7","MP"
"115.36","6","ROCKFALL"
"81.6","5","ROCKFALL"
"96.16","12","ROCKFALL"
"127.76","5","ROCKFALL"
"56.44","3","ROCKFALL"
"56.2","6","ROCKFALL"
"101","10","ROCKFALL"
"85.72","7","ROCKFALL"
"111.76","11","ROCKFALL"
"50.92","3","ROCKFALL"
"101.36","8","ROCKFALL"
"78","6","ROCKFALL"
"101.6","12","ROCKFALL"
"77.6","7","ROCKFALL"
"63.88","3","ROCKFALL"
"62.28","3","ROCKFALL"
"93.52","5","ROCKFALL"
"73.52","7","ROCKFALL"
"59.76","3","ROCKFALL"
"67.32","3","ROCKFALL"
"66.64","5","ROCKFALL"
"46.16","3","ROCKFALL"
"87.48","7","ROCKFALL"
"123","12","ROCKFALL"
"84.88","11","ROCKFALL"
"69.96","7","ROCKFALL"
"49.92","3","ROCKFALL"
"55.44","7","ROCKFALL"
"64.48","6","ROCKFALL"
"39.64","5","ROCKFALL"
"72.72","3","ROCKFALL"
"82.92","4","ROCKFALL"
"98.52","3","ROCKFALL"
"94.84","30","ROCKFALL"
"66.84","18","ROCKFALL"
"69.04","3","ROCKFALL"
"93","5","ROCKFALL"
"91.76","20","ROCKFALL"
"73","18","ROCKFALL"
"76.76","30","ROCKFALL"
"130.48","19","ROCKFALL"
"105.48","7","ROCKFALL"
"71.28","3","ROCKFALL"
"87.16","4","ROCKFALL"
"91.84","14","ROCKFALL"
"61.52","3","ROCKFALL"
"69","3","ROCKFALL"
"65.48","5","TECT"
"98.56","28","ROCKFALL"
"161.28","25","ROCKFALL"
"123.8","34","ROCKFALL"
"93.84","6","ROCKFALL"
"114.52","4","ROCKFALL"
"77.8","3","ROCKFALL"
"73.08","5","ROCKFALL"
"194.96","25","ROCKFALL"
"88.68","6","ROCKFALL"
"92.24","3","ROCKFALL"
