"Duration","Amplitude","Type"
"93.36","3","ROCKFALL"
"54.16","3","ROCKFALL"
"96.44","5","ROCKFALL"
"94.84","3","ROCKFALL"
"23.96","3","ROCKFALL"
"148.2","3","ROCKFALL"
"131.6","3","ROCKFALL"
"125.4","4","ROCKFALL"
"132.4","3","ROCKFALL"
"80.68","3","ROCKFALL"
"118.84","3","ROCKFALL"
"132.72","3","ROCKFALL"
"145.48","3","ROCKFALL"
"107.88","3","ROCKFALL"
"82.64","3","ROCKFALL"
"39.96","3","ROCKFALL"
"97.24","5","ROCKFALL"
"140.68","9","ROCKFALL"
"86.32","3","ROCKFALL"
"84.52","3","ROCKFALL"
"109.08","3","ROCKFALL"
"103.2","6","ROCKFALL"
"101.76","3","ROCKFALL"
"57.84","6","ROCKFALL"
"126.88","3","ROCKFALL"
"90.84","3","ROCKFALL"
"89.08","3","ROCKFALL"
"136.92","12","ROCKFALL"
"96.52","3","ROCKFALL"
"120.04","5","ROCKFALL"
"106","17","ROCKFALL"
"62.04","3","ROCKFALL"
"167.16","4","ROCKFALL"
"63.76","3","ROCKFALL"
"121.64","4","ROCKFALL"
"88.24","5","ROCKFALL"
"118.96","4","ROCKFALL"
"100.44","5","ROCKFALL"
"103.88","3","ROCKFALL"
"106.68","5","ROCKFALL"
"132.64","6","ROCKFALL"
"143.2","3","ROCKFALL"
"100.76","4","ROCKFALL"
"191.44","10","ROCKFALL"
"94.2","3","ROCKFALL"
"63.2","3","ROCKFALL"
"45.68","4","ROCKFALL"
"61.52","3","ROCKFALL"
"136.2","8","ROCKFALL"
"147.64","13","ROCKFALL"
"102.76","7","ROCKFALL"
"142.84","25","ROCKFALL"
"124.6","5","ROCKFALL"
"49.6","5","ROCKFALL"
"118.76","12","ROCKFALL"
"103.8","5","ROCKFALL"
"33.8","6","ROCKFALL"
"141.8","6","ROCKFALL"
"137.32","20","ROCKFALL"
"163.8","11","ROCKFALL"
"55.8","3","ROCKFALL"
"113.52","4","ROCKFALL"
"121.64","5","ROCKFALL"
"106.16","3","ROCKFALL"
"79.2","9","ROCKFALL"
"56.96","6","ROCKFALL"
"88.4","8","ROCKFALL"
"84.92","15","ROCKFALL"
"105","10","ROCKFALL"
"65.56","5","ROCKFALL"
"101.68","9","ROCKFALL"
"103.28","4","ROCKFALL"
"47.84","3","ROCKFALL"
"80.4","3","ROCKFALL"
"27.88","3","ROCKFALL"
"75.12","3","ROCKFALL"
"7.44","4","MP"
"71.32","6","ROCKFALL"
"57.36","5","ROCKFALL"
"153.56","12","ROCKFALL"
"68.04","9","ROCKFALL"
"60.52","12","ROCKFALL"
"74.76","3","ROCKFALL"
"46.64","5","ROCKFALL"
"103.04","7","ROCKFALL"
"65.4","3","ROCKFALL"
"119.32","6","ROCKFALL"
"78","4","ROCKFALL"
"81.4","3","ROCKFALL"
"100.68","4","ROCKFALL"
"101.48","3","ROCKFALL"
"96.32","5","ROCKFALL"
"142.44","3","ROCKFALL"
"71.48","3","ROCKFALL"
"75.4","3","ROCKFALL"
"61.24","3","ROCKFALL"
"100.2","3","ROCKFALL"
"110.72","4","ROCKFALL"
"62.12","3","ROCKFALL"
"73","7","ROCKFALL"
"94.16","7","ROCKFALL"
"73.44","3","ROCKFALL"
"101.6","10","ROCKFALL"
"60.24","4","ROCKFALL"
"71.92","9","ROCKFALL"
"75.92","10","ROCKFALL"
"66.8","6","ROCKFALL"
"32.52","4","ROCKFALL"
"140.64","8","ROCKFALL"
"76.32","7","ROCKFALL"
"85.4","9","TECT"
"83.6","5","TECT"
"5.48","3","MP"
"72.08","10","ROCKFALL"
"84.32","3","ROCKFALL"
"38.8","3","ROCKFALL"
"27.8","3","ROCKFALL"
"37.32","3","ROCKFALL"
"49.64","4","ROCKFALL"
"59.36","5","ROCKFALL"
"17.56","3","ROCKFALL"
"191.88","42","ROCKFALL"
"40.92","6","ROCKFALL"
"63.8","3","ROCKFALL"
"68.12","5","ROCKFALL"
"18.88","4","ROCKFALL"
"4.24","3","MP"
"75.52","6","ROCKFALL"
"56.28","6","ROCKFALL"
"129.64","7","ROCKFALL"
"65.72","3","ROCKFALL"
"68.52","3","ROCKFALL"
"81.88","4","ROCKFALL"
"72.88","3","ROCKFALL"
"51.12","3","ROCKFALL"
"48.52","3","ROCKFALL"
"89.48","4","ROCKFALL"
"82.08","8","ROCKFALL"
"51.48","4","ROCKFALL"
"80.4","4","ROCKFALL"
"70.6","6","ROCKFALL"
"132.2","7","ROCKFALL"
"68.92","3","ROCKFALL"
"103.68","25","ROCKFALL"
"41.48","5","ROCKFALL"
"101","3","ROCKFALL"
"66.6","4","ROCKFALL"
"126.92","25","ROCKFALL"
"116.72","14","ROCKFALL"
"83.08","4","ROCKFALL"
"86.64","8","ROCKFALL"
"72.68","7","TECT"
"54.12","3","ROCKFALL"
"74.56","4","ROCKFALL"
"98.88","6","ROCKFALL"
"99.44","11","ROCKFALL"
"96.04","6","ROCKFALL"
"115.2","14","ROCKFALL"
"138.72","13","ROCKFALL"
"77.28","5","ROCKFALL"
"63.92","4","ROCKFALL"
"17.36","6","ROCKFALL"
"88.2","20","ROCKFALL"
"65.04","3","ROCKFALL"
"86.88","3","ROCKFALL"
"97.8","6","ROCKFALL"
"99.08","5","ROCKFALL"
"65","3","ROCKFALL"
"68.76","12","ROCKFALL"
"15.72","3","ROCKFALL"
"63.28","3","ROCKFALL"
"62.2","3","ROCKFALL"
"68","8","ROCKFALL"
"65.28","3","ROCKFALL"
"77.36","3","ROCKFALL"
"120.52","14","ROCKFALL"
"77.2","3","ROCKFALL"
"152.16","10","ROCKFALL"
"87.8","13","ROCKFALL"
"78.72","3","ROCKFALL"
"106.64","3","ROCKFALL"
"82.12","8","ROCKFALL"
"6","3","MP"
"67.56","3","ROCKFALL"
"83.84","5","ROCKFALL"
"70.24","6","ROCKFALL"
"67.6","9","ROCKFALL"
"92.56","8","ROCKFALL"
"11","10","MP"
"97.16","5","ROCKFALL"
"6.52","3","MP"
"61.28","4","ROCKFALL"
"40.04","2","ROCKFALL"
"4.88","2","MP"
"36.24","3","ROCKFALL"
"4.88","2","MP"
"78.72","3","ROCKFALL"
"47.48","3","ROCKFALL"
"6.36","3","MP"
"119.76","10","TECT"
"84.6","12","ROCKFALL"
"76.88","3","ROCKFALL"
"112.56","8","ROCKFALL"
"69.28","6","ROCKFALL"
"79.36","3","ROCKFALL"
"56.36","3","ROCKFALL"
"71","3","ROCKFALL"
"104.44","4","ROCKFALL"
"6.32","3","MP"
"56.92","8","ROCKFALL"
"73.72","4","ROCKFALL"
"90.28","5","ROCKFALL"
"92.48","6","ROCKFALL"
"82.24","7","ROCKFALL"
"68.52","3","ROCKFALL"
"5.84","3","MP"
"27.16","3","ROCKFALL"
"6.36","3","MP"
"28.88","3","ROCKFALL"
"42.56","3","ROCKFALL"
"6","3","MP"
"5.32","3","MP"
"61.2","3","ROCKFALL"
"83.52","8","ROCKFALL"
"53","7","ROCKFALL"
"129.68","3","ROCKFALL"
"66.08","3","ROCKFALL"
"81.28","12","ROCKFALL"
"49.8","3","ROCKFALL"
"152.08","23","ROCKFALL"
"81.16","3","ROCKFALL"
"35.64","3","ROCKFALL"
"34.32","3","ROCKFALL"
"44.36","3","ROCKFALL"
"143.56","14","ROCKFALL"
"80.2","3","ROCKFALL"
"79.16","3","ROCKFALL"
"85.12","5","ROCKFALL"
"71.4","3","ROCKFALL"
"73.44","3","ROCKFALL"
"101.12","14","ROCKFALL"
"95.44","3","ROCKFALL"
"40","3","ROCKFALL"
"73.84","9","ROCKFALL"
"46.92","3","ROCKFALL"
"67.88","3","ROCKFALL"
"54.08","6","ROCKFALL"
"5.16","3","MP"
"81.16","3","ROCKFALL"
"6.52","3","MP"
"58.68","3","ROCKFALL"
"43.52","3","ROCKFALL"
"61.8","3","ROCKFALL"
"91.08","3","ROCKFALL"
"16.44","3","ROCKFALL"
"84.24","9","ROCKFALL"
"75","3","ROCKFALL"
"126.08","10","ROCKFALL"
"100.92","8","ROCKFALL"
"49.2","9","ROCKFALL"
"109.12","12","ROCKFALL"
"98.16","6","ROCKFALL"
"172.88","8","ROCKFALL"
"89.88","3","ROCKFALL"
"60.52","4","ROCKFALL"
"72.44","5","ROCKFALL"
"41.96","4","ROCKFALL"
"56.24","3","ROCKFALL"
"70.28","11","ROCKFALL"
"38.16","3","ROCKFALL"
"52.48","9","ROCKFALL"
"76.72","5","ROCKFALL"
"50.92","4","ROCKFALL"
"31.72","3","ROCKFALL"
"50.44","4","ROCKFALL"
"53.52","4","ROCKFALL"
"52.36","10","ROCKFALL"
"83.04","12","ROCKFALL"
"63.92","7","ROCKFALL"
"43.96","3","ROCKFALL"
"60.64","5","ROCKFALL"
"48.64","4","ROCKFALL"
"68.36","5","ROCKFALL"
"50.44","3","ROCKFALL"
"49.32","3","ROCKFALL"
"59.92","5","ROCKFALL"
"105.76","12","ROCKFALL"
"75","7","ROCKFALL"
"41.24","14","ROCKFALL"
"69.6","5","ROCKFALL"
"47.52","3","ROCKFALL"
"22.6","15","ROCKFALL"
"44.28","3","ROCKFALL"
"82.36","7","ROCKFALL"
"67.88","7","ROCKFALL"
"62.96","10","ROCKFALL"
"99.04","10","ROCKFALL"
"96.04","17","ROCKFALL"
"79.08","6","ROCKFALL"
"99.12","7","ROCKFALL"
"60.88","4","ROCKFALL"
"125.08","22","ROCKFALL"
"50.96","7","ROCKFALL"
"100.72","11","ROCKFALL"
"43.68","3","ROCKFALL"
"71.84","5","ROCKFALL"
"67.48","4","ROCKFALL"
"101.16","4","ROCKFALL"
"74","5","ROCKFALL"
"69.32","5","ROCKFALL"
"50.44","3","ROCKFALL"
"47.44","3","ROCKFALL"
"71","4","ROCKFALL"
"56.48","4","ROCKFALL"
"64.64","3","ROCKFALL"
"80.64","11","ROCKFALL"
"94.32","7","ROCKFALL"
"96.84","11","ROCKFALL"
"76.48","13","ROCKFALL"
"95.2","12","ROCKFALL"
"99.68","3","ROCKFALL"
"148.84","3","ROCKFALL"
"67.76","10","ROCKFALL"
"99.32","3","ROCKFALL"
"94.32","3","ROCKFALL"
"63.76","3","ROCKFALL"
"80.8","4","ROCKFALL"
"21.28","4","ROCKFALL"
"96.96","15","ROCKFALL"
"66.92","3","ROCKFALL"
"85.96","15","ROCKFALL"
"57.2","4","TECT"
"103.6","15","ROCKFALL"
"213.36","19","ROCKFALL"
"85.44","10","ROCKFALL"
"94.16","9","ROCKFALL"
"68.84","6","ROCKFALL"
"77.76","6","TECT"
"64.52","7","ROCKFALL"
"94.64","21","ROCKFALL"
"77.24","4","ROCKFALL"
"72.56","5","ROCKFALL"
"37.64","3","ROCKFALL"
"29.08","3","ROCKFALL"
"78.64","8","ROCKFALL"
"36.28","4","ROCKFALL"
"121.52","22","ROCKFALL"
"76.2","8","ROCKFALL"
"35.64","5","ROCKFALL"
"79","3","ROCKFALL"
"40.52","23","ROCKFALL"
"72.68","4","ROCKFALL"
"89.72","3","ROCKFALL"
"109.68","6","ROCKFALL"
"104.24","17","ROCKFALL"
"59.4","4","ROCKFALL"
"78","7","ROCKFALL"
"20.24","3","ROCKFALL"
"76.8","3","ROCKFALL"
"89.8","3","ROCKFALL"
"84.76","16","ROCKFALL"
"79.88","3","ROCKFALL"
"83.84","3","ROCKFALL"
"149.64","24","ROCKFALL"
"65.76","25","ROCKFALL"
"56.32","3","ROCKFALL"
"49.2","3","ROCKFALL"
"101.64","15","ROCKFALL"
"72.88","3","ROCKFALL"
"73.52","4","ROCKFALL"
"92.4","5","ROCKFALL"
"91.72","3","ROCKFALL"
"98","11","ROCKFALL"
"74.28","5","ROCKFALL"
"81.16","7","ROCKFALL"
"110.32","16","ROCKFALL"
"58.28","6","ROCKFALL"
"113.44","14","ROCKFALL"
"5.88","3","MP"
"49.08","3","ROCKFALL"
"67.2","3","ROCKFALL"
"79.48","7","ROCKFALL"
"100","17","ROCKFALL"
"81.64","7","ROCKFALL"
"47.32","5","ROCKFALL"
"92.84","10","ROCKFALL"
"67.16","3","ROCKFALL"
"46.36","3","ROCKFALL"
"82.8","3","ROCKFALL"
"6.08","3","MP"
"92.24","8","ROCKFALL"
"67.2","3","ROCKFALL"
"6.24","5","MP"
"108.6","24","ROCKFALL"
"6.56","6","MP"
"10.2","27","VTB"
"9.96","36","VTB"
"148.28","4","ROCKFALL"
"66.64","3","ROCKFALL"
"49.6","3","ROCKFALL"
"112.92","8","ROCKFALL"
"101.2","4","ROCKFALL"
"78.28","4","ROCKFALL"
"128","18","ROCKFALL"
"52.24","9","ROCKFALL"
"58.24","3","ROCKFALL"
"74.84","3","ROCKFALL"
"91.36","5","ROCKFALL"
"85.48","7","ROCKFALL"
"110.8","19","ROCKFALL"
"99.56","8","ROCKFALL"
"77.6","7","ROCKFALL"
"83.32","6","ROCKFALL"
"75.32","6","ROCKFALL"
"67.4","4","ROCKFALL"
"94.84","4","ROCKFALL"
"81.36","5","ROCKFALL"
"117.88","21","ROCKFALL"
"74.48","5","ROCKFALL"
"81.84","5","ROCKFALL"
"102.36","20","ROCKFALL"
"150.28","8","ROCKFALL"
"102.64","16","ROCKFALL"
"85.36","3","ROCKFALL"
"79.6","4","ROCKFALL"
"53.24","3","ROCKFALL"
"74.64","7","ROCKFALL"
"85","4","ROCKFALL"
"85.32","12","ROCKFALL"
"21.72","4","ROCKFALL"
"151.12","10","ROCKFALL"
"97.44","3","ROCKFALL"
"58.32","6","ROCKFALL"
"166.92","15","ROCKFALL"
"104.56","5","ROCKFALL"
"73.76","3","ROCKFALL"
"55.16","3","ROCKFALL"
"83.48","5","ROCKFALL"
"96","3","ROCKFALL"
"89.96","6","ROCKFALL"
"104.44","11","ROCKFALL"
"88.24","3","ROCKFALL"
"59.16","6","ROCKFALL"
"33.72","3","ROCKFALL"
"93","6","ROCKFALL"
"112.24","18","ROCKFALL"
"113.44","10","ROCKFALL"
"56.48","4","ROCKFALL"
"59.8","3","ROCKFALL"
"78.56","5","ROCKFALL"
"117.76","21","ROCKFALL"
"71.56","7","ROCKFALL"
"80.04","5","ROCKFALL"
"51.96","4","ROCKFALL"
"124.32","5","ROCKFALL"
"100.88","11","ROCKFALL"
"33.24","3","ROCKFALL"
"65.24","4","ROCKFALL"
"72.64","3","ROCKFALL"
"68.96","5","ROCKFALL"
"110.92","7","ROCKFALL"
"4.04","3","MP"
"6.44","37","VTB"
"108.72","5","ROCKFALL"
"134.24","22","ROCKFALL"
"71.52","5","ROCKFALL"
"177.28","18","ROCKFALL"
"40.72","6","ROCKFALL"
"55.72","3","ROCKFALL"
"69.44","4","ROCKFALL"
"92","3","ROCKFALL"
"93.2","5","ROCKFALL"
"84.44","3","ROCKFALL"
"160.6","3","ROCKFALL"
"79.64","17","ROCKFALL"
"55.4","3","ROCKFALL"
"100.8","4","ROCKFALL"
"87.52","5","ROCKFALL"
"112.88","3","ROCKFALL"
"98.2","8","ROCKFALL"
"96.84","3","ROCKFALL"
"54.08","3","ROCKFALL"
"70.76","4","ROCKFALL"
"30.24","12","ROCKFALL"
"64.52","3","ROCKFALL"
"152.2","3","ROCKFALL"
"72.24","4","ROCKFALL"
"83.68","13","ROCKFALL"
"157.48","4","ROCKFALL"
"137.12","10","ROCKFALL"
"146.48","10","ROCKFALL"
"73.96","4","ROCKFALL"
"73.2","4","ROCKFALL"
"85.68","3","ROCKFALL"
"155.24","11","ROCKFALL"
"71.36","3","ROCKFALL"
"67.48","4","ROCKFALL"
"90.8","10","ROCKFALL"
"103.08","10","ROCKFALL"
"92.2","12","ROCKFALL"
"67.32","4","ROCKFALL"
"89.72","4","ROCKFALL"
"39.16","3","ROCKFALL"
"63.52","3","ROCKFALL"
"128.48","5","ROCKFALL"
"6.36","4","LF"
"104.04","13","ROCKFALL"
"78.44","8","ROCKFALL"
"66.12","4","ROCKFALL"
"93.72","6","ROCKFALL"
"64.92","3","ROCKFALL"
"84.2","4","ROCKFALL"
"61.64","3","ROCKFALL"
"109.2","3","ROCKFALL"
"93.52","3","ROCKFALL"
"78.56","3","ROCKFALL"
"119.36","11","ROCKFALL"
"81.16","7","ROCKFALL"
"130","7","ROCKFALL"
"124.44","4","ROCKFALL"
"77.44","3","ROCKFALL"
"121.68","6","ROCKFALL"
"121.6","11","ROCKFALL"
"199.28","25","ROCKFALL"
"99.52","3","ROCKFALL"
"69.32","15","ROCKFALL"
"6.6","8","MP"
"5.84","3","MP"
"73.88","4","ROCKFALL"
"82.6","11","ROCKFALL"
"95.2","3","ROCKFALL"
"99.44","8","ROCKFALL"
"86.04","3","ROCKFALL"
"94.8","3","ROCKFALL"
"85","4","ROCKFALL"
"84.32","16","ROCKFALL"
"63","6","ROCKFALL"
"93.52","8","ROCKFALL"
"55.92","5","ROCKFALL"
"8.28","12","MP"
"5.92","3","MP"
"54.88","4","ROCKFALL"
"62.08","3","ROCKFALL"
"92.76","8","ROCKFALL"
"81.96","4","ROCKFALL"
"106.56","11","ROCKFALL"
"180.08","12","ROCKFALL"
"126.04","15","ROCKFALL"
"110.56","4","ROCKFALL"
"83.8","5","ROCKFALL"
"149.32","10","ROCKFALL"
"151.32","17","ROCKFALL"
"129.16","7","ROCKFALL"
"96.28","9","ROCKFALL"
"132.56","6","ROCKFALL"
"171.88","4","ROCKFALL"
"122.08","7","ROCKFALL"
"86.36","4","ROCKFALL"
"115.68","3","ROCKFALL"
"137.24","8","ROCKFALL"
"113.2","3","ROCKFALL"
"70.52","4","ROCKFALL"
"99.4","4","ROCKFALL"
"124.12","4","ROCKFALL"
"156.12","7","ROCKFALL"
"81.88","10","ROCKFALL"
"185.04","6","ROCKFALL"
"222.56","3","ROCKFALL"
"124.68","3","ROCKFALL"
"100.36","6","ROCKFALL"
"116.44","3","ROCKFALL"
"136.6","3","ROCKFALL"
"145.16","12","ROCKFALL"
"130.6","3","ROCKFALL"
"129.72","3","ROCKFALL"
"177.44","15","ROCKFALL"
"145.4","10","ROCKFALL"
"129.2","4","ROCKFALL"
"121.6","6","ROCKFALL"
"158.24","17","ROCKFALL"
"107.16","3","ROCKFALL"
"95.64","3","ROCKFALL"
"146.92","4","ROCKFALL"
"103.04","3","ROCKFALL"
"116.48","3","ROCKFALL"
"87.48","3","ROCKFALL"
"184.64","3","ROCKFALL"
"118.6","4","ROCKFALL"
"156.72","10","ROCKFALL"
"11.32","14","ROCKFALL"
"86.48","21","ROCKFALL"
"69.48","5","ROCKFALL"
"108.72","3","ROCKFALL"
"73.28","8","ROCKFALL"
"171.64","15","ROCKFALL"
"106.96","3","ROCKFALL"
"78.56","3","ROCKFALL"
"95.24","4","ROCKFALL"
"6.92","3","LF"
"93.44","5","ROCKFALL"
"45.76","3","ROCKFALL"
"107.08","12","ROCKFALL"
"131.56","10","ROCKFALL"
"101.28","5","ROCKFALL"
"112.44","8","ROCKFALL"
"104.48","14","ROCKFALL"
"101.16","13","ROCKFALL"
"76.8","9","ROCKFALL"
"4.24","4","MP"
"85.08","5","ROCKFALL"
"47.12","4","ROCKFALL"
"99.52","15","ROCKFALL"
"64.6","4","ROCKFALL"
"31.16","3","ROCKFALL"
"60.8","23","ROCKFALL"
"60.16","3","ROCKFALL"
"4.64","3","MP"
"84.08","4","ROCKFALL"
"52.8","4","ROCKFALL"
"28.76","5","ROCKFALL"
"5.64","3","MP"
"88.44","23","ROCKFALL"
"61.32","4","ROCKFALL"
"121.92","14","ROCKFALL"
"66.2","4","ROCKFALL"
"73.28","3","ROCKFALL"
"82.56","8","ROCKFALL"
"87.56","14","ROCKFALL"
"124.4","7","ROCKFALL"
"8.56","3","MP"
"39.08","3","ROCKFALL"
"113.6","65","AWANPANAS"
"110.52","5","ROCKFALL"
"67.28","4","ROCKFALL"
"91.52","10","ROCKFALL"
"69.16","3","ROCKFALL"
"64.56","3","ROCKFALL"
"41","4","ROCKFALL"
"62.88","5","ROCKFALL"
"64.84","3","ROCKFALL"
"93.76","4","ROCKFALL"
"43.36","4","ROCKFALL"
"65.16","5","ROCKFALL"
"94.08","5","ROCKFALL"
"129.2","6","ROCKFALL"
"127.84","5","ROCKFALL"
"83.8","4","ROCKFALL"
"99.84","8","ROCKFALL"
"87.64","3","ROCKFALL"
"85.92","6","ROCKFALL"
"81.08","3","ROCKFALL"
"127.24","3","ROCKFALL"
"69.32","4","ROCKFALL"
"132.8","8","ROCKFALL"
"95.2","3","ROCKFALL"
"63","3","ROCKFALL"
"48.84","3","ROCKFALL"
"98.64","3","ROCKFALL"
"143.56","14","ROCKFALL"
"89.4","4","ROCKFALL"
"46.68","4","ROCKFALL"
"82.16","3","ROCKFALL"
"6.72","3","MP"
"71.6","6","ROCKFALL"
"69","10","ROCKFALL"
"99.04","7","ROCKFALL"
"59.32","3","ROCKFALL"
"91.28","9","ROCKFALL"
"80.64","8","ROCKFALL"
"77.6","3","ROCKFALL"
"132.48","5","ROCKFALL"
"74.76","3","ROCKFALL"
"127.08","4","TECT"
"63.96","3","ROCKFALL"
"89.6","5","ROCKFALL"
"5.8","3","MP"
"60.2","4","ROCKFALL"
"104.76","10","ROCKFALL"
"104.88","7","ROCKFALL"
"50.28","3","ROCKFALL"
"129.52","4","ROCKFALL"
"23.52","3","ROCKFALL"
"117.88","10","ROCKFALL"
"81.8","3","ROCKFALL"
"69.28","3","ROCKFALL"
"98.56","3","ROCKFALL"
"54.76","3","ROCKFALL"
"83.6","3","ROCKFALL"
"150.52","17","ROCKFALL"
"130.36","7","ROCKFALL"
"65.2","3","ROCKFALL"
"19.2","3","ROCKFALL"
"82.8","3","ROCKFALL"
"63.28","3","ROCKFALL"
"72.32","4","ROCKFALL"
"54.04","3","ROCKFALL"
"35","3","ROCKFALL"
"57.48","3","ROCKFALL"
"87","7","ROCKFALL"
"56.72","3","ROCKFALL"
"59.12","3","ROCKFALL"
"83.04","3","ROCKFALL"
"18.12","6","ROCKFALL"
"105.96","6","ROCKFALL"
"51","3","ROCKFALL"
"78.56","3","ROCKFALL"
"71.56","4","ROCKFALL"
"96.36","8","ROCKFALL"
"69.32","3","ROCKFALL"
"108.88","5","ROCKFALL"
"76.52","4","ROCKFALL"
"79.16","4","ROCKFALL"
"59.52","3","ROCKFALL"
"33.16","3","ROCKFALL"
"133.24","4","ROCKFALL"
"59.84","6","ROCKFALL"
"88.16","5","ROCKFALL"
"40.04","3","ROCKFALL"
"40.96","3","ROCKFALL"
"93.32","11","ROCKFALL"
"49.08","4","ROCKFALL"
"45.04","3","ROCKFALL"
"93.68","4","ROCKFALL"
"20.6","15","ROCKFALL"
"60.96","7","ROCKFALL"
"101.72","14","ROCKFALL"
"60.08","10","ROCKFALL"
"106.52","12","ROCKFALL"
"191.84","14","ROCKFALL"
"58.96","3","ROCKFALL"
"53.56","3","ROCKFALL"
"99.6","6","ROCKFALL"
"68.2","3","ROCKFALL"
"90.56","3","ROCKFALL"
"62.96","3","ROCKFALL"
"40.96","3","ROCKFALL"
"70.2","5","ROCKFALL"
"46.48","5","ROCKFALL"
"54.44","3","ROCKFALL"
"80.96","4","ROCKFALL"
"86.56","4","ROCKFALL"
"121.92","4","ROCKFALL"
"106.72","11","ROCKFALL"
"7.48","3","MP"
"69.2","5","ROCKFALL"
"71.84","12","ROCKFALL"
"5.6","2","MP"
"77.48","13","ROCKFALL"
"55.96","3","ROCKFALL"
"85.76","4","ROCKFALL"
"65.84","6","ROCKFALL"
"76.12","7","ROCKFALL"
"78.36","3","ROCKFALL"
"77.24","4","ROCKFALL"
"28.72","4","ROCKFALL"
"51.32","3","ROCKFALL"
"38","3","ROCKFALL"
"61.68","4","ROCKFALL"
"78.04","13","ROCKFALL"
"66.04","9","ROCKFALL"
"109.96","14","ROCKFALL"
"70.48","13","ROCKFALL"
"132.88","25","ROCKFALL"
"58.08","3","ROCKFALL"
"130.16","31","ROCKFALL"
"69.28","4","ROCKFALL"
"78.88","3","ROCKFALL"
"53.4","3","ROCKFALL"
"54.8","3","ROCKFALL"
"79.24","4","ROCKFALL"
"89.4","5","ROCKFALL"
"69.92","4","ROCKFALL"
"84.16","24","ROCKFALL"
"56.8","3","ROCKFALL"
"104.4","9","ROCKFALL"
"9.96","10","MP"
"96.96","12","ROCKFALL"
"111.8","11","ROCKFALL"
"58.2","5","ROCKFALL"
"89.04","13","ROCKFALL"
"62.72","4","ROCKFALL"
"70.44","4","ROCKFALL"
"65.08","4","ROCKFALL"
"34.96","3","ROCKFALL"
"74.28","7","ROCKFALL"
"51.84","4","ROCKFALL"
"99.28","6","ROCKFALL"
"98.6","6","ROCKFALL"
"61.36","5","ROCKFALL"
"84.4","7","ROCKFALL"
"66.48","3","ROCKFALL"
"59.48","4","ROCKFALL"
"61.16","6","ROCKFALL"
"94.44","3","ROCKFALL"
"92.04","10","ROCKFALL"
"7.12","3","MP"
"23.84","7","ROCKFALL"
"62.4","3","ROCKFALL"
"94.4","4","ROCKFALL"
"77.12","3","ROCKFALL"
"67.2","3","ROCKFALL"
"87.68","5","ROCKFALL"
"83.52","3","ROCKFALL"
"61.76","3","ROCKFALL"
"88.64","10","ROCKFALL"
"110.4","15","ROCKFALL"
"59.52","4","ROCKFALL"
"6.36","3","MP"
"126.32","15","ROCKFALL"
"7.88","3","MP"
"72.48","6","ROCKFALL"
"70.04","4","ROCKFALL"
"90.04","5","ROCKFALL"
"86.08","8","ROCKFALL"
"62.32","4","ROCKFALL"
"52.48","4","ROCKFALL"
"92.2","7","ROCKFALL"
"147.92","16","ROCKFALL"
"7","8","MP"
"7.36","3","MP"
"51.08","7","ROCKFALL"
"33.4","4","ROCKFALL"
"87.32","9","ROCKFALL"
"33.84","4","ROCKFALL"
"96.96","4","ROCKFALL"
"92.76","18","ROCKFALL"
"66.32","5","ROCKFALL"
"56.4","4","ROCKFALL"
"93.4","5","ROCKFALL"
"56.8","16","ROCKFALL"
"6.56","3","MP"
"63.2","5","ROCKFALL"
"89.84","9","ROCKFALL"
"71.68","10","ROCKFALL"
"74.36","4","ROCKFALL"
"83.48","6","ROCKFALL"
"62.08","4","ROCKFALL"
"80.08","6","ROCKFALL"
"46.88","4","ROCKFALL"
"23.64","4","ROCKFALL"
"20.28","4","ROCKFALL"
"88.96","5","ROCKFALL"
"52.24","6","ROCKFALL"
"33.76","4","ROCKFALL"
"6.12","4","MP"
"52.56","6","ROCKFALL"
"82.04","4","ROCKFALL"
"7.2","3","MP"
"6.2","3","MP"
"88.68","4","ROCKFALL"
"7.04","11","MP"
"6","3","MP"
"11.52","65","VTB"
"10","37","VTB"
"7.28","4","MP"
"116","8","ROCKFALL"
"78.92","8","ROCKFALL"
"74.68","8","ROCKFALL"
"73.88","13","ROCKFALL"
"6.64","5","MP"
"95.92","7","ROCKFALL"
"52.52","7","ROCKFALL"
"59.08","12","ROCKFALL"
"82.16","7","ROCKFALL"
"8.68","28","VTB"
"7.84","11","MP"
"6.44","3","MP"
"7.96","22","VTB"
"6.12","3","MP"
"6.96","5","MP"
"88.88","7","ROCKFALL"
"21.68","5","ROCKFALL"
"53.4","4","ROCKFALL"
"59.36","4","ROCKFALL"
"62.48","4","ROCKFALL"
"32.04","4","ROCKFALL"
"73.6","4","ROCKFALL"
"57.44","4","ROCKFALL"
"60","4","ROCKFALL"
"5.56","3","MP"
"43","4","ROCKFALL"
"45.52","3","TECT"
"62.64","3","TECT"
"58.12","4","ROCKFALL"
"5.16","3","MP"
"88.76","4","ROCKFALL"
"37.36","4","ROCKFALL"
"5.56","3","MP"
"45.16","4","ROCKFALL"
"25.08","4","ROCKFALL"
"37.28","4","ROCKFALL"
"29.92","4","ROCKFALL"
"70.72","5","ROCKFALL"
"47.88","4","ROCKFALL"
"48.68","4","ROCKFALL"
"75.4","7","ROCKFALL"
"118.4","10","ROCKFALL"
"83.84","4","ROCKFALL"
"81.28","5","ROCKFALL"
"98.56","5","ROCKFALL"
